post_id,title,url,code,country,category,process,tech_group,readiness,source_chars,has_10kg,has_sastojci,has_postupak,has_granulation_or_cut,has_casing,has_pac_salt,has_drying_smoking_maturation,has_garlic,has_errors_solutions,has_storage_serving
3132,"Armatia (Αρματιά)",https://drycured.com/recepti-baza/armatia/,MD-ARMATIA,,"suhomesnati proizvod",sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3849,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3133,"Pihti (Πηχτή)",https://drycured.com/recepti-baza/pihti/,MD-PIHTI,,"suhomesnati proizvod",sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3707,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3134,"Kavourmas (Καβουρμάς)",https://drycured.com/recepti-baza/kavourmas/,MD-KAVOURMAS,Hrvatska,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3881,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3136,"Loukaniko (Λουκάνικο)",https://drycured.com/recepti-baza/loukaniko/,MD-LOUKANIKO,Grčka/Cipar,"suhomesnati proizvod",sušenje,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,3865,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3137,"Apaki (Απάκι)",https://drycured.com/recepti-baza/apaki/,MD-APAKI,,"suhomesnati proizvod",sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3626,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3138,"Noumboulo (Νούμπουλο)",https://drycured.com/recepti-baza/noumboulo/,MD-NOUMBOULO,Grčka/Cipar,"suhomesnati proizvod","dimljenje + sušenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3875,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3139,"Syglino (Σύγκλινο)",https://drycured.com/recepti-baza/syglino/,MD-SYGLINO,Grčka/Cipar,"suhomesnati proizvod",sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3678,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3140,"Skirts and Kidneys (Tradicionalna irska marinirana goveđa dijafragma)",https://drycured.com/recepti-baza/skirts-and-kidneys-tradicionalna-irska-marinirana-govea-dijafragma/,MD-SKIRTS_AND_KIDNEYS_TRADICIONALNA_IRSKA_MARINIRANA_GOVEDA_DIJAFRAGMA,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3782,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3141,"Svið (Dimljena janjeća glava)",https://drycured.com/recepti-baza/svi-dimljena-janjeca-glava/,MD-SVI_DIMLJENA_JANJECA_GLAVA,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3567,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3143,"Torfær​ður Lambahryggur (Zakopana janjeća leđa)",https://drycured.com/recepti-baza/torfrur-lambahryggur-zakopana-janjeca-lea/,MD-TORF_R_UR_LAMBAHRYGGUR_ZAKOPANA_JANJECA_LEDA,Island,"suhomesnati proizvod",sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3715,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3144,"Selshreifar (Sušeni tuljanovi peraji)",https://drycured.com/recepti-baza/selshreifar-suseni-tuljanovi-peraji/,MD-SELSHREIFAR_SUSENI_TULJANOVI_PERAJI,Hrvatska,"suhomesnati proizvod","sušenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3692,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3145,"Hákarlasullur (Fermentirani trbuh grenlandskog morskog psa)",https://drycured.com/recepti-baza/hakarlasullur-fermentirani-trbuh-grenlandskog-morskog-psa/,MD-HAKARLASULLUR_FERMENTIRANI_TRBUH_GRENLANDSKOG_MORSKOG_PSA,Island,"suhomesnati proizvod","fermentacija + sušenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3632,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3146,"Gellur (Sušeni riblji jezici)",https://drycured.com/recepti-baza/gellur-suseni-riblji-jezici/,MD-GELLUR_SUSENI_RIBLJI_JEZICI,Hrvatska,"suhomesnati proizvod","sušenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3674,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3147,"Súrsaðir Hrútspungar Með Lyngi (Fermentirani ovnovski testisi s vrijeskom)",https://drycured.com/recepti-baza/sursair-hrutspungar-me-lyngi-fermentirani-ovnovski-testisi-s-vrijeskom/,MD-SURSA_IR_HRUTSPUNGAR_ME_LYNGI_FERMENTIRANI_OVNOVSKI_TESTISI_S_VRIJESKOM,Island,"suhomesnati proizvod","fermentacija + sušenje + soljenje/salamurenje",SCOPE_REVIEW_OTHER,SCOPE_REVIEW_BEFORE_MIGRATION,3764,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3148,"Sviðasulta (Želatinizirano janjeće meso s glave)",https://drycured.com/recepti-baza/sviasulta-zelatinizirano-janjece-meso-s-glave/,MD-SVI_ASULTA_ZELATINIZIRANO_JANJECE_MESO_S_GLAVE,Island,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3800,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3149,"Harðfiskur (Sušeni oslić)",https://drycured.com/recepti-baza/harfiskur-suseni-oslic/,MD-HAR_FISKUR_SUSENI_OSLIC,Hrvatska,"suhomesnati proizvod",sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3437,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3150,"Kæstur Hákarl (Fermentirano meso grenlandskog morskog psa)",https://drycured.com/recepti-baza/kstur-hakarl-fermentirano-meso-grenlandskog-morskog-psa/,MD-K_STUR_HAKARL_FERMENTIRANO_MESO_GRENLANDSKOG_MORSKOG_PSA,Island,"fermentirano i sušeno meso morskog psa","fermentacija + sušenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3440,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3151,"Pastërma (Sušena govedina)",https://drycured.com/recepti-baza/pasterma-susena-govedina/,MD-PASTERMA_SUSENA_GOVEDINA,,"Sušeni cijeli komad","sušenje + soljenje/salamurenje",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3425,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3152,"Skilandis (Tradicinis lietuviškas skilandis)",https://drycured.com/recepti-baza/skilandis-tradicinis-lietuviskas-skilandis/,MD-SKILANDIS_TRADICINIS_LIETUVISKAS_SKILANDIS,Litva,"punjeni i sušeni mesni proizvod","punjenje u prirodni omotač + dimljenje/sušenje/zrenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3567,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3153,"Kindziukas (Kindzius)",https://drycured.com/recepti-baza/kindziukas-kindzius/,MD-KINDZIUKAS_KINDZIUS,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3664,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3154,"Lašiniai (Tradicionalna litavska slanina)",https://drycured.com/recepti-baza/lasiniai-tradicionalna-litavska-slanina/,MD-LASINIAI_TRADICIONALNA_LITAVSKA_SLANINA,Litva,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + soljenje/salamurenje",BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3321,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3155,"Vytinta dešra (Sušena litavska kobasica)",https://drycured.com/recepti-baza/vytinta-desra-susena-litavska-kobasica/,MD-VYTINTA_DESRA_SUSENA_LITAVSKA_KOBASICA,Litva,"Suha kobasica","dimljenje + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4010,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3156,"Lički Planinarski Navršak",https://drycured.com/recepti-baza/licki-planinarski-navrsak/,MD-LICKI_PLANINARSKI_NAVRSAK,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3472,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3158,"Mađarska Slanina (Szalonna)",https://drycured.com/recepti-baza/maarska-slanina-szalonna/,MD-MADARSKA_SLANINA_SZALONNA,Mađarska,"Sušeni dimljeni cijeli komad",sušenje,BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3332,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3159,"Mađarska Dimljena Šunka (Füstölt Sonka)",https://drycured.com/recepti-baza/maarska-dimljena-sunka-fustolt-sonka/,MD-MADARSKA_DIMLJENA_SUNKA_FUSTOLT_SONKA,Mađarska,"Pršut | sušena šunka","dimljenje + sušenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3457,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3160,"Mađarski Dimljeni Jezik (Füstölt Nyelv)",https://drycured.com/recepti-baza/maarski-dimljeni-jezik-fustolt-nyelv/,MD-MADARSKI_DIMLJENI_JEZIK_FUSTOLT_NYELV,Mađarska,"suhomesnati proizvod","dimljenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3535,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3162,"Ossenworst (Goveđa sirova kobasica)",https://drycured.com/recepti-baza/ossenworst-govea-sirova-kobasica/,MD-OSSENWORST_GOVEDA_SIROVA_KOBASICA,Hrvatska,"Suha kobasica",zrenje,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4058,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3163,"MOSTBRÖCKLI (ALPSKA SUŠENA GOVEDINA)",https://drycured.com/recepti-baza/mostbrockli-alpska-susena-govedina/,MD-MOSTBROCKLI_ALPSKA_SUSENA_GOVEDINA,Hrvatska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + zrenje",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,4005,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3164,"HOLSTEINER KATENSCHINKEN (HOLŠTAJNSKA DIMLJENA ŠUNKA)",https://drycured.com/recepti-baza/holsteiner-katenschinken-holstajnska-dimljena-sunka/,MD-HOLSTEINER_KATENSCHINKEN_HOLSTAJNSKA_DIMLJENA_SUNKA,Hrvatska,"Pršut | sušena šunka","dimljenje + zrenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3972,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3166,"Leichter Karreeschinken s povrćem u eintopfu",https://drycured.com/recepti-baza/leichter-karreeschinken-s-povrcem-u-eintopfu/,MD-LEICHTER_KARREESCHINKEN_S_POVRCEM_U_EINTOPFU,Hrvatska,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,4001,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3168,"RAKFISK (FERMENTIRANI SLATKOVODNI LOSOS)",https://drycured.com/recepti-baza/rakfisk-fermentirani-slatkovodni-losos/,MD-RAKFISK_FERMENTIRANI_SLATKOVODNI_LOSOS,Norveška,"fermentirana riba","soljenje + kontrolirana fermentacija",SCOPE_REVIEW_FISH,SCOPE_REVIEW_BEFORE_MIGRATION,3587,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3169,"LUTEFISK (SUŠENI BAKALAR)",https://drycured.com/recepti-baza/lutefisk-suseni-bakalar/,MD-LUTEFISK_SUSENI_BAKALAR,Norveška,"sušena riba","sušenje + lužnati postupak",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3487,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3170,"SMALAHOVE (SUŠENA OVČJA GLAVA)",https://drycured.com/recepti-baza/smalahove-susena-ovcja-glava/,MD-SMALAHOVE_SUSENA_OVCJA_GLAVA,Hrvatska,"suhomesnati proizvod","sušenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3575,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3171,"FÅREPØLSE (TRADICIONALNA OVČJA KOBASICA)",https://drycured.com/recepti-baza/fareplse-tradicionalna-ovcja-kobasica/,MD-FAREP_LSE_TRADICIONALNA_OVCJA_KOBASICA,Danska/Norveška,"Suha kobasica","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4247,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3172,"ELGKJØTT SPEKEMAT (SUHO MESO LOSA)",https://drycured.com/recepti-baza/elgkjtt-spekemat-suho-meso-losa/,MD-ELGKJ_TT_SPEKEMAT_SUHO_MESO_LOSA,Hrvatska,"Sušeni cijeli komad",sušenje,BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3483,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3173,"TJUKKMJØLKSPØLSE (FERMENTIRANA KOBASICA S MLIJEČNOM KULTUROM)",https://drycured.com/recepti-baza/tjukkmjlksplse-fermentirana-kobasica-s-mlijecnom-kulturom/,MD-TJUKKMJ_LKSP_LSE_FERMENTIRANA_KOBASICA_S_MLIJECNOM_KULTUROM,Danska/Norveška,"Suha kobasica","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4494,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3174,"REINSDYRHJERTE (SUŠENO SRCE SOBA)",https://drycured.com/recepti-baza/reinsdyrhjerte-suseno-srce-soba/,MD-REINSDYRHJERTE_SUSENO_SRCE_SOBA,Norveška,"suhomesnati proizvod",sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3622,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3176,"RØKELAKS (DIMLJENI LOSOS)",https://drycured.com/recepti-baza/rkelaks-dimljeni-losos/,MD-R_KELAKS_DIMLJENI_LOSOS,Norveška,"dimljena riba",dimljenje,SCOPE_REVIEW_FISH,SCOPE_REVIEW_BEFORE_MIGRATION,3711,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3178,"Kuşbaşı Jerky (Turski goveđi jerky)",https://drycured.com/recepti-baza/kusbas-jerky-turski-govei-jerky/,MD-KU_BA_JERKY_TURSKI_GOVEDI_JERKY,Hrvatska,jerky,sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3831,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3179,"Işkembe Dolması (Punjeni goveđi burag)",https://drycured.com/recepti-baza/iskembe-dolmas-punjeni-govei-burag/,MD-I_KEMBE_DOLMAS_PUNJENI_GOVEDI_BURAG,,"suhomesnati proizvod","dimljenje + sušenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3829,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3180,"Varaždinski Š(p)ek",https://drycured.com/recepti-baza/varazdinski-s-p-ek/,MD-VARAZDINSKI_S_P_EK,,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3474,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3181,"Đurđevački Zelenjak",https://drycured.com/recepti-baza/urevacki-zelenjak/,MD-DURDEVACKI_ZELENJAK,,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3394,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3182,"KINDZIUK (POLJSKO-LITAVSKA SUHA KOBASICA)",https://drycured.com/recepti-baza/kindziuk-poljsko-litavska-suha-kobasica/,MD-KINDZIUK_POLJSKO_LITAVSKA_SUHA_KOBASICA,Litva,"Suha kobasica","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4086,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3183,"KIEŁBASA WĘDZONA (DIMLJENA POLJSKA KOBASICA)",https://drycured.com/recepti-baza/kiebasa-wedzona-dimljena-poljska-kobasica/,MD-KIE_BASA_W_DZONA_DIMLJENA_POLJSKA_KOBASICA,Poljska,"Suha kobasica",dimljenje,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4003,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3185,"Presunto de Porco Preto (Pršut od Crne Iberijske Svinje)",https://drycured.com/recepti-baza/presunto-de-porco-preto-prsut-od-crne-iberijske-svinje/,MD-PRESUNTO_DE_PORCO_PRETO_PRSUT_OD_CRNE_IBERIJSKE_SVINJE,,"Pršut | sušena šunka","sušenje + zrenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3415,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3189,"Posyrti (Ποσυρτή) - Ciparska suha kobasica s divljim biljem",https://drycured.com/recepti-baza/posyrti-ciparska-suha-kobasica-s-divljim-biljem/,MD-POSYRTI_CIPARSKA_SUHA_KOBASICA_S_DIVLJIM_BILJEM,Cipar,"Suha kobasica","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4326,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3190,"Afelia Pastarma (Αφέλια Παστάρμα) - Ciparska marinirana goveđa pisanica",https://drycured.com/recepti-baza/afelia-pastarma-ciparska-marinirana-govea-pisanica/,MD-AFELIA_PASTARMA_CIPARSKA_MARINIRANA_GOVEDA_PISANICA,Cipar,"suhomesnati proizvod",sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3964,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3191,"Ofto Lountza (Οφτή Λούντζα) - Ciparska zračno sušena janjetina",https://drycured.com/recepti-baza/ofto-lountza-ciparska-zracno-susena-janjetina/,MD-OFTO_LOUNTZA_CIPARSKA_ZRACNO_SUSENA_JANJETINA,Cipar,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3968,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3192,"Virovski ""Živi Čvarci""",https://drycured.com/recepti-baza/virovski-zivi-cvarci/,MD-VIROVSKI_ZIVI_CVARCI,,"suhomesnati proizvod",sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3613,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3193,"Ludbreška ""Tajna Kobasica""",https://drycured.com/recepti-baza/ludbreska-tajna-kobasica/,MD-LUDBRESKA_TAJNA_KOBASICA,,"Suha kobasica",,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4044,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3194,"Đurđevački ""Zaboravljeni Š(p)ek""",https://drycured.com/recepti-baza/urevacki-zaboravljeni-s-p-ek/,MD-DURDEVACKI_ZABORAVLJENI_S_P_EK,,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3490,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3195,"Pregradski ""Šumski Šaptat""",https://drycured.com/recepti-baza/pregradski-sumski-saptat/,MD-PREGRADSKI_SUMSKI_SAPTAT,,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3480,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3196,"Križevački ""Začinski Vjetar""",https://drycured.com/recepti-baza/krizevacki-zacinski-vjetar/,MD-KRIZEVACKI_ZACINSKI_VJETAR,,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3449,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3197,"Našički ""Ratarski Sjećaj""",https://drycured.com/recepti-baza/nasicki-ratarski-sjecaj/,MD-NASICKI_RATARSKI_SJECAJ,,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3465,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3198,"Draževački ""Veteranski Sjećaj""",https://drycured.com/recepti-baza/drazevacki-veteranski-sjecaj/,MD-DRAZEVACKI_VETERANSKI_SJECAJ,,"suhomesnati proizvod",sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3473,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3199,"Kalničkog ""Gorski Trag""",https://drycured.com/recepti-baza/kalnickog-gorski-trag/,MD-KALNICKOG_GORSKI_TRAG,,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3459,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3200,"Podravski ""Zaboravljeni Vrbovec""",https://drycured.com/recepti-baza/podravski-zaboravljeni-vrbovec/,MD-PODRAVSKI_ZABORAVLJENI_VRBOVEC,,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3511,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3201,"Koprivnički ""Seoski Izvor""",https://drycured.com/recepti-baza/koprivnicki-seoski-izvor/,MD-KOPRIVNICKI_SEOSKI_IZVOR,,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3655,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3202,"Đurđevački ""Ribarski Sjaj""",https://drycured.com/recepti-baza/urevacki-ribarski-sjaj/,MD-DURDEVACKI_RIBARSKI_SJAJ,,"suhomesnati proizvod",,SCOPE_REVIEW_FISH,SCOPE_REVIEW_BEFORE_MIGRATION,3453,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3203,"Ludbreški ""Planinski Trag""",https://drycured.com/recepti-baza/ludbreski-planinski-trag/,MD-LUDBRESKI_PLANINSKI_TRAG,,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3479,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3204,"Virovski ""Šumski Biseri""",https://drycured.com/recepti-baza/virovski-sumski-biseri/,MD-VIROVSKI_SUMSKI_BISERI,,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3457,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3207,"Koryushka (Корюшка - Dimljena mala riba)",https://drycured.com/recepti-baza/koryushka-dimljena-mala-riba/,MD-KORYUSHKA_DIMLJENA_MALA_RIBA,Rusija,"dimljena riba","dimljenje + sušenje",SCOPE_REVIEW_FISH,SCOPE_REVIEW_BEFORE_MIGRATION,3613,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3210,"ARBROATH SMOKIES (DIMLJENA HARINGA)",https://drycured.com/recepti-baza/arbroath-smokies-dimljena-haringa/,MD-ARBROATH_SMOKIES_DIMLJENA_HARINGA,Škotska,"dimljena riba","vruće dimljenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3575,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3211,"Zgornjesavinjski želodec",https://drycured.com/recepti-baza/zgornjesavinjski-zelodec/,MD-ZGORNJESAVINJSKI_ZELODEC,Slovenija,"zreli mesni proizvod u prirodnom omotaču","punjenje + sušenje/zrenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3801,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3213,"Cecina de León - Sušena Goveđa Cecina",https://drycured.com/recepti-baza/cecina-de-leon-susena-govea-cecina/,MD-CECINA_DE_LEON_SUSENA_GOVEDA_CECINA,Španjolska,"Sušeni dimljeni cijeli komad","soljenje + dimljenje + zrenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3857,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3214,"Crnogorski Sudžuk",https://drycured.com/recepti-baza/crnogorski-sudzuk/,MD-CRNOGORSKI_SUDZUK,"Crna Gora","Suha kobasica","dimljenje + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,3982,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3215,"SCHAFFHAUSER SCHÜBLIG (DIMLJENA GOVEĐA KOBASICA)",https://drycured.com/recepti-baza/schaffhauser-schublig-dimljena-govea-kobasica/,MD-SCHAFFHAUSER_SCHUBLIG_DIMLJENA_GOVEDA_KOBASICA,,"Suha kobasica","dimljenje + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4312,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3217,"Culatello di Zibello - Kulatelo iz Zibella",https://drycured.com/recepti-baza/culatello-di-zibello-kulatelo-iz-zibella/,MD-CULATELLO_DI_ZIBELLO_KULATELO_IZ_ZIBELLA,Italija,"sušeni dio svinjskog buta","soljenje + oblikovanje + zrenje",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,4044,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3218,"PANCETTA ARROTOLATA",https://drycured.com/recepti-baza/pancetta-arrotolata/,MD-PANCETTA_ARROTOLATA,Hrvatska,"suhomesnati proizvod","sušenje + zrenje + soljenje/salamurenje",BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3542,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3219,"Herzegovina Livanjska Devenica",https://drycured.com/recepti-baza/herzegovina-livanjska-devenica/,MD-HERZEGOVINA_LIVANJSKA_DEVENICA,,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3500,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3222,"Mostarsko Zrno - Unikatna Mesna Kombinacija",https://drycured.com/recepti-baza/mostarsko-zrno-unikatna-mesna-kombinacija/,MD-MOSTARSKO_ZRNO_UNIKATNA_MESNA_KOMBINACIJA,,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3451,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3223,"Etnografska studija kulinarskog naslijeđa",https://drycured.com/recepti-baza/etnografska-studija-kulinarskog-naslijea/,MD-ETNOGRAFSKA_STUDIJA_KULINARSKOG_NASLIJEDA,Hrvatska,"Kulen | trajna fermentirana kobasica",,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4001,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3224,"Polendvytsia (Полендвиця) - Sušeni svinjski file",https://drycured.com/recepti-baza/polendvytsia-suseni-svinjski-file/,MD-POLENDVYTSIA_SUSENI_SVINJSKI_FILE,Hrvatska,"suhomesnati proizvod","sušenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3596,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
