post_id,title,url,code,country,category,process,tech_group,readiness,source_chars,has_10kg,has_sastojci,has_postupak,has_granulation_or_cut,has_casing,has_pac_salt,has_drying_smoking_maturation,has_garlic,has_errors_solutions,has_storage_serving
2621,"BOCZEK WĘDZONY (DIMLJENA SLANINA)",https://drycured.com/recepti-baza/boczek-wedzony-dimljena-slanina/,MD-BOCZEK_W_DZONY_DIMLJENA_SLANINA,Poljska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + zrenje + soljenje/salamurenje",BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3467,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2622,"Chouriço Tradicional Português (Tradicionalna portugalska kobasica)",https://drycured.com/recepti-baza/chourico-tradicional-portugues-tradicionalna-portugalska-kobasica/,MD-CHOURICO_TRADICIONAL_PORTUGUES_TRADICIONALNA_PORTUGALSKA_KOBASICA,Portugal,"Suha kobasica","fermentacija + dimljenje + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4224,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2623,"Presunto Português (Portugalska pršuta)",https://drycured.com/recepti-baza/presunto-portugues-portugalska-prsuta/,MD-PRESUNTO_PORTUGUES_PORTUGALSKA_PRSUTA,Portugal,"Pršut | sušena šunka","sušenje + zrenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3526,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2624,"Paio Alentejano (Alentejanska kobasica)",https://drycured.com/recepti-baza/paio-alentejano-alentejanska-kobasica/,MD-PAIO_ALENTEJANO_ALENTEJANSKA_KOBASICA,Hrvatska,"Suha kobasica","fermentacija + dimljenje + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4379,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2625,"Farinheira Alentejana (Kobasica s brašnom iz Alenteja)",https://drycured.com/recepti-baza/farinheira-alentejana-kobasica-s-brasnom-iz-alenteja/,MD-FARINHEIRA_ALENTEJANA_KOBASICA_S_BRASNOM_IZ_ALENTEJA,Portugal,"Suha kobasica","dimljenje + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4497,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2627,"Chouriço de Vinho (Kobasica s Vinom)",https://drycured.com/recepti-baza/chourico-de-vinho-kobasica-s-vinom/,MD-CHOURICO_DE_VINHO_KOBASICA_S_VINOM,Hrvatska,"Suha kobasica","dimljenje + sušenje + zrenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4221,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2628,"Paio do Alentejo (Alentejo Dimljena Kobasica)",https://drycured.com/recepti-baza/paio-do-alentejo-alentejo-dimljena-kobasica/,MD-PAIO_DO_ALENTEJO_ALENTEJO_DIMLJENA_KOBASICA,Hrvatska,"Suha kobasica","dimljenje + sušenje + zrenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4195,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2629,"Alheira de Mirandela (Kobasica iz Mirandele)",https://drycured.com/recepti-baza/alheira-de-mirandela-kobasica-iz-mirandele/,MD-ALHEIRA_DE_MIRANDELA_KOBASICA_IZ_MIRANDELE,Portugal,"Suha kobasica","dimljenje + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4299,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2631,"Rovinjska Kobasica",https://drycured.com/recepti-baza/rovinjska-kobasica/,MD-ROVINJSKA_KOBASICA,Hrvatska,"Suha kobasica","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,3869,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2632,"Krčki Sir-Kobasica",https://drycured.com/recepti-baza/krcki-sir-kobasica/,MD-KRCKI_SIR_KOBASICA,Hrvatska,"Suha kobasica","dimljenje + zrenje",SCOPE_REVIEW_CHEESE,SCOPE_REVIEW_BEFORE_MIGRATION,3928,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2633,"Senjska Šunka",https://drycured.com/recepti-baza/senjska-sunka/,MD-SENJSKA_SUNKA,Hrvatska,"Pršut | sušena šunka",sušenje,HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3242,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2637,"Tradicionalni Thüringer Schinken (Tirinška šunka)",https://drycured.com/recepti-baza/tradicionalni-thuringer-schinken-tirinska-sunka/,MD-TRADICIONALNI_THURINGER_SCHINKEN_TIRINSKA_SUNKA,Nepoznato,"Pršut | sušena šunka","dimljenje + sušenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3450,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2638,"Bavarski Bierschinken (Šunka od piva)",https://drycured.com/recepti-baza/bavarski-bierschinken-sunka-od-piva/,MD-BAVARSKI_BIERSCHINKEN_SUNKA_OD_PIVA,Njemačka,"Pršut | sušena šunka",dimljenje,HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3510,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2645,"Viganjska kobasica od divlje svinje s tavom",https://drycured.com/recepti-baza/viganjska-kobasica-od-divlje-svinje-s-tavom/,MD-VIGANJSKA_KOBASICA_OD_DIVLJE_SVINJE_S_TAVOM,Hrvatska,"Suha kobasica","dimljenje + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,3953,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2664,"BABIC (Tradicionalna babić kobasica)",https://drycured.com/recepti-baza/babic-tradicionalna-babic-kobasica/,MD-BABIC_TRADICIONALNA_BABIC_KOBASICA,Hrvatska,"Suha kobasica",sušenje,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4432,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2665,"MUȘCHI ȚIGĂNESC (Ciganski vrat)",https://drycured.com/recepti-baza/muschi-tiganesc-ciganski-vrat/,MD-MU_CHI_IG_NESC_CIGANSKI_VRAT,Rumunjska,"suhomesnati proizvod",sušenje,WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3869,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2666,"CÂRNAȚI DE BURDUF (Sirnate kobasice)",https://drycured.com/recepti-baza/carnati-de-burduf-sirnate-kobasice/,MD-CARNA_I_DE_BURDUF_SIRNATE_KOBASICE,Rumunjska,"Suha kobasica",sušenje,SCOPE_REVIEW_CHEESE,SCOPE_REVIEW_BEFORE_MIGRATION,4285,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2667,"ȘUNCĂ DE MANGALIȚA AFUMATĂ (Dimljena mangulica šunka)",https://drycured.com/recepti-baza/sunca-de-mangalita-afumata-dimljena-mangulica-sunka/,MD-UNC_DE_MANGALI_A_AFUMAT_DIMLJENA_MANGULICA_SUNKA,Rumunjska,"Pršut | sušena šunka","dimljenje + sušenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3829,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2668,"CÂRNAŢI DE PLEŞCOI (Pleščojske kobasice)",https://drycured.com/recepti-baza/carnati-de-plescoi-plescojske-kobasice/,MD-CARNA_I_DE_PLE_COI_PLESCOJSKE_KOBASICE,Rumunjska,"Suha kobasica","mljevenje + punjenje + dimljenje/sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4270,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2670,"GHIUDEM (Suha kobasica od ovčetine)",https://drycured.com/recepti-baza/ghiudem-suha-kobasica-od-ovcetine/,MD-GHIUDEM_SUHA_KOBASICA_OD_OVCETINE,Hrvatska,"Suha kobasica",sušenje,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4177,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2682,"HIGHLAND VENISON HAM (DIMLJENA ŠUNKA OD JELENA)",https://drycured.com/recepti-baza/highland-venison-ham-dimljena-sunka-od-jelena/,MD-HIGHLAND_VENISON_HAM_DIMLJENA_SUNKA_OD_JELENA,Bugarska,"Pršut | sušena šunka","dimljenje + sušenje + zrenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3736,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2683,"EDINBURGH POTTED HOG (KONZERVIRANO SVINJSKO MESO)",https://drycured.com/recepti-baza/edinburgh-potted-hog-konzervirano-svinjsko-meso/,MD-EDINBURGH_POTTED_HOG_KONZERVIRANO_SVINJSKO_MESO,Hrvatska,"suhomesnati proizvod",soljenje/salamurenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3964,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2684,"ŠKOTSKI HAGGIS",https://drycured.com/recepti-baza/skotski-haggis/,MD-SKOTSKI_HAGGIS,Škotska,"suhomesnati proizvod",Kuhano,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3665,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2687,"AYRSHIRE PRESAVICA (AYRSHIRE MIDDLE CUT)",https://drycured.com/recepti-baza/ayrshire-presavica-ayrshire-middle-cut/,MD-AYRSHIRE_PRESAVICA_AYRSHIRE_MIDDLE_CUT,Škotska,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3761,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2688,"HIGHLANDS JERKY (SUŠENA DIVLJAČ)",https://drycured.com/recepti-baza/highlands-jerky-susena-divljac/,MD-HIGHLANDS_JERKY_SUSENA_DIVLJAC,Hrvatska,jerky,sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3760,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2689,"KopačkiRib Začinska Štruca",https://drycured.com/recepti-baza/kopackirib-zacinska-struca/,MD-KOPACKIRIB_ZACINSKA_STRUCA,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3544,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2691,"Valpovačka Zimska Devenica",https://drycured.com/recepti-baza/valpovacka-zimska-devenica/,MD-VALPOVACKA_ZIMSKA_DEVENICA,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3487,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2692,"Požeška Začinska Štruca",https://drycured.com/recepti-baza/pozeska-zacinska-struca/,MD-POZESKA_ZACINSKA_STRUCA,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3486,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2693,"Osječki Začinski Špek",https://drycured.com/recepti-baza/osjecki-zacinski-spek/,MD-OSJECKI_ZACINSKI_SPEK,Hrvatska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + zrenje + soljenje/salamurenje",BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3442,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2695,"Slavonsko-Brodski Ljuti Čvarci",https://drycured.com/recepti-baza/slavonsko-brodski-ljuti-cvarci/,MD-SLAVONSKO_BRODSKI_LJUTI_CVARCI,Hrvatska,"suhomesnati proizvod",Sušeno,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3568,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2697,"Baranjska Ljuta Slavonska Kobasica",https://drycured.com/recepti-baza/baranjska-ljuta-slavonska-kobasica/,MD-BARANJSKA_LJUTA_SLAVONSKA_KOBASICA,Hrvatska,"Suha kobasica","dimljenje + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,3937,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2698,"Slavonska Domaća Suhomesnata Salama",https://drycured.com/recepti-baza/slavonska-domaca-suhomesnata-salama/,MD-SLAVONSKA_DOMACA_SUHOMESNATA_SALAMA,Hrvatska,"suha salama","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,3972,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2699,"Baranjska Fermenetirana Kobasica",https://drycured.com/recepti-baza/baranjska-fermenetirana-kobasica/,MD-BARANJSKA_FERMENETIRANA_KOBASICA,Hrvatska,"Suha kobasica","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,3849,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2701,"Vukovarska Tradicionalna Kobasica",https://drycured.com/recepti-baza/vukovarska-tradicionalna-kobasica/,MD-VUKOVARSKA_TRADICIONALNA_KOBASICA,Hrvatska,"Suha kobasica","dimljenje + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,3823,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2702,"Baranjski Začinski Špek s Pustara Začinima",https://drycured.com/recepti-baza/baranjski-zacinski-spek-s-pustara-zacinima/,MD-BARANJSKI_ZACINSKI_SPEK_S_PUSTARA_ZACINIMA,Hrvatska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + zrenje",BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3409,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2704,"Osječko-Baranjski Ljuti Špek s Divljim Travama",https://drycured.com/recepti-baza/osjecko-baranjski-ljuti-spek-s-divljim-travama/,MD-OSJECKO_BARANJSKI_LJUTI_SPEK_S_DIVLJIM_TRAVAMA,Hrvatska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + zrenje",BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3343,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2707,"Klobása (slovačka kobasica)",https://drycured.com/recepti-baza/klobasa-slovacka-kobasica/,MD-KLOBASA_SLOVACKA_KOBASICA,Slovačka,"Suha kobasica","dimljenje + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4343,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2708,"Údené mäso (dimljeno meso)",https://drycured.com/recepti-baza/udene-maso-dimljeno-meso/,MD-UDENE_MASO_DIMLJENO_MESO,Slovačka,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3834,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2712,"Koroška tunka",https://drycured.com/recepti-baza/koroska-tunka/,MD-KOROSKA_TUNKA,Hrvatska,"Suha kobasica","dimljenje + sušenje + zrenje + soljenje/salamurenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4221,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2713,"Zasavska klobasa (Zasavska kobasica)",https://drycured.com/recepti-baza/zasavska-klobasa-zasavska-kobasica/,MD-ZASAVSKA_KLOBASA_ZASAVSKA_KOBASICA,Slovenija,"Suha kobasica","dimljenje + sušenje + zrenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4243,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2714,"Prleška tünka",https://drycured.com/recepti-baza/prleska-tunka/,MD-PRLESKA_TUNKA,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3894,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2715,"Idrijsko kosilo",https://drycured.com/recepti-baza/idrijsko-kosilo/,MD-IDRIJSKO_KOSILO,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3795,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2717,"Savinjski želodec (Savinjski želudac)",https://drycured.com/recepti-baza/savinjski-zelodec-savinjski-zeludac/,MD-SAVINJSKI_ZELODEC_SAVINJSKI_ZELUDAC,Hrvatska,"Sušeni dimljeni cijeli komad","sušenje + zrenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3567,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2718,"Prekmurska šunka",https://drycured.com/recepti-baza/prekmurska-sunka/,MD-PREKMURSKA_SUNKA,Slovenija,"Pršut | sušena šunka","dimljenje + sušenje + zrenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3311,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2722,"Crnogorska Pršuta (Njeguška pršuta)",https://drycured.com/recepti-baza/crnogorska-prsuta-njeguska-prsuta/,MD-CRNOGORSKA_PRSUTA_NJEGUSKA_PRSUTA,"Crna Gora","Pršut | sušena šunka","dimljenje + sušenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3330,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2723,"Crnogorska Kastradina",https://drycured.com/recepti-baza/crnogorska-kastradina/,MD-CRNOGORSKA_KASTRADINA,"Crna Gora","suhomesnati proizvod","dimljenje + sušenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3459,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2724,"PRINSKORV (ŠVEDSKE TANKE DIMLJENE KOBASICE)",https://drycured.com/recepti-baza/prinskorv-svedske-tanke-dimljene-kobasice/,MD-PRINSKORV_SVEDSKE_TANKE_DIMLJENE_KOBASICE,Švedska,"Suha kobasica",dimljenje,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4124,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2725,"FLÄSKLÄGG (DIMLJENA SVINJSKA KOLJENICA)",https://drycured.com/recepti-baza/flasklagg-dimljena-svinjska-koljenica/,MD-FLASKLAGG_DIMLJENA_SVINJSKA_KOLJENICA,Hrvatska,"suhomesnati proizvod",dimljenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3704,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2726,"ÖLÄNDSK GETKORV (ÖLANDSKA KOZJA KOBASICA)",https://drycured.com/recepti-baza/olandsk-getkorv-olandska-kozja-kobasica/,MD-OLANDSK_GETKORV_OLANDSKA_KOZJA_KOBASICA,Hrvatska,"Suha kobasica","Dimljeno | Fermentirano | Sušeno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4059,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2727,"KRONOBERGSKORV (KRONOBERGŠKA KOBASICA)",https://drycured.com/recepti-baza/kronobergskorv-kronobergska-kobasica/,MD-KRONOBERGSKORV_KRONOBERGSKA_KOBASICA,Hrvatska,"Suha kobasica","Dimljeno | Kuhano | Sušeno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2728,"VÄRMLANDSKORV (VÄRMLANDSKA DIMLJENA KOBASICA)",https://drycured.com/recepti-baza/varmlandskorv-varmlandska-dimljena-kobasica/,MD-VARMLANDSKORV_VARMLANDSKA_DIMLJENA_KOBASICA,Hrvatska,"Suha kobasica",dimljenje,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4166,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2729,"FALUKORV (TRADICIONALNA ŠVEDSKA KOBASICA)",https://drycured.com/recepti-baza/falukorv-tradicionalna-svedska-kobasica/,MD-FALUKORV_TRADICIONALNA_SVEDSKA_KOBASICA,Švedska,"Suha kobasica","Dimljeno | Sušeno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,3977,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2730,"GRAVAD LAX (ŠVEDSKI GRAVLJENI LOSOS)",https://drycured.com/recepti-baza/gravad-lax-svedski-gravljeni-losos/,MD-GRAVAD_LAX_SVEDSKI_GRAVLJENI_LOSOS,Švedska,"marinirana/gravirana riba","sol + šećer + hladno odležavanje",SCOPE_REVIEW_FISH,SCOPE_REVIEW_BEFORE_MIGRATION,3579,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2732,"ISTERBAND (ŠVEDSKA FERMENTIRANA KOBASICA)",https://drycured.com/recepti-baza/isterband-svedska-fermentirana-kobasica/,MD-ISTERBAND_SVEDSKA_FERMENTIRANA_KOBASICA,Švedska,"Suha kobasica",fermentacija,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4166,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2733,"SPICKESKINKA (ŠVEDSKA SUHA ŠUNKA)",https://drycured.com/recepti-baza/spickeskinka-svedska-suha-sunka/,MD-SPICKESKINKA_SVEDSKA_SUHA_SUNKA,Mađarska,"Pršut | sušena šunka",Sušeno,HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3418,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2736,"GLARNER KALBERWURST (TELEĆA KOBASICA IZ GLARUSA)",https://drycured.com/recepti-baza/glarner-kalberwurst-teleca-kobasica-iz-glarusa/,MD-GLARNER_KALBERWURST_TELECA_KOBASICA_IZ_GLARUSA,Albanija,"Suha kobasica",sušenje,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4359,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2737,"CHURER SALSIZ (DIVLJAČKA KOBASICA IZ CHURA)",https://drycured.com/recepti-baza/churer-salsiz-divljacka-kobasica-iz-chura/,MD-CHURER_SALSIZ_DIVLJACKA_KOBASICA_IZ_CHURA,Švicarska,"Suha kobasica","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4550,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2741,"AARGAUER RÜEBLIWURST (MESNATA KOBASICA S MRKVOM)",https://drycured.com/recepti-baza/aargauer-ruebliwurst-mesnata-kobasica-s-mrkvom/,MD-AARGAUER_RUEBLIWURST_MESNATA_KOBASICA_S_MRKVOM,Švicarska,"Suha kobasica","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4277,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2744,"WALLISER TROCKENFLEISCH (SUŠENA GOVEDINA IZ VALAISA)",https://drycured.com/recepti-baza/walliser-trockenfleisch-susena-govedina-iz-valaisa/,MD-WALLISER_TROCKENFLEISCH_SUSENA_GOVEDINA_IZ_VALAISA,Francuska,"Sušeni dimljeni cijeli komad","sušenje + soljenje/salamurenje",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3449,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2745,"SALSIZ (ALPSKA SUHA KOBASICA)",https://drycured.com/recepti-baza/salsiz-alpska-suha-kobasica/,MD-SALSIZ_ALPSKA_SUHA_KOBASICA,Švicarska,"Suha kobasica","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4379,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2746,"CULATELLO DI ZIBELLO",https://drycured.com/recepti-baza/culatello-di-zibello/,MD-CULATELLO_DI_ZIBELLO,Italija,"sušeni dio svinjskog buta","soljenje + oblikovanje + zrenje",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3706,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2747,"LONZINO (LOMBO)",https://drycured.com/recepti-baza/lonzino-lombo/,MD-LONZINO_LOMBO,Hrvatska,"suhomesnati proizvod","sušenje + zrenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3582,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2774,"Jambon Persillé (Šunka u želeu s peršinom)",https://drycured.com/recepti-baza/jambon-persille-sunka-u-zeleu-s-persinom/,MD-JAMBON_PERSILLE_SUNKA_U_ZELEU_S_PERSINOM,Belgija,"Pršut | sušena šunka",Kuhano,HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3638,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2778,"Čvarci s Papuka - Planinski recept",https://drycured.com/recepti-baza/cvarci-s-papuka-planinski-recept/,MD-CVARCI_S_PAPUKA_PLANINSKI_RECEPT,Hrvatska,"suhomesnati proizvod",soljeno,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3621,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2779,"Slavonski cviček (suhomesnati narez)",https://drycured.com/recepti-baza/slavonski-cvicek-suhomesnati-narez/,MD-SLAVONSKI_CVICEK_SUHOMESNATI_NAREZ,Hrvatska,"suhomesnati proizvod","fermentacija + sušenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3420,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3024,"Irska dimljena kobasica (Smoked Sausage)",https://drycured.com/recepti-baza/irska-dimljena-kobasica-smoked-sausage/,MD-IRSKA_DIMLJENA_KOBASICA_SMOKED_SAUSAGE,Irska,"Suha kobasica",dimljenje,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4119,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3025,"Pršuta e Kosovës (Kosovska pršuta)",https://drycured.com/recepti-baza/prsuta-e-kosoves-kosovska-prsuta-2/,MD-PRSUTA_E_KOSOVES_KOSOVSKA_PRSUTA,Kosovo,"Pršut | sušena šunka","sušenje + zrenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3433,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3026,"Scharfe Edelrohwurst s povrćem na žaru",https://drycured.com/recepti-baza/scharfe-edelrohwurst-s-povrcem-na-zaru/,MD-SCHARFE_EDELROHWURST_S_POVRCEM_NA_ZARU,Hrvatska,"Suha kobasica","Fermentirano | Sušeno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4360,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3028,"ZUGER HIRSCHTROCKENWURST (KOBASICA OD JELENA IZ ZUGA)",https://drycured.com/recepti-baza/zuger-hirschtrockenwurst-kobasica-od-jelena-iz-zuga-2/,MD-ZUGER_HIRSCHTROCKENWURST_KOBASICA_OD_JELENA_IZ_ZUGA,Švicarska,"Suha kobasica","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4442,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
