ID,post_title,post_name,url,http_code,html_forbidden_count,html_forbidden_terms,has_granulation_mm_html,has_casing_html,has_garlic_html
3065,Mish i thatë – albanska suha janjetina,mish-i-thate-albanska-suha-janjetina-2,https://drycured.com/recepti-baza/mish-i-thate-albanska-suha-janjetina-2/,200,63,hladna masa; fallback; radni recept,1,1,1
3066,Kärntner Wurzelspeck – koruški sušeni dimljeni vrat,karntner-wurzelspeck-koruska-korijenska-slanina-2,https://drycured.com/recepti-baza/karntner-wurzelspeck-koruska-korijenska-slanina-2/,200,63,hladna masa; fallback; radni recept,1,1,1
3067,Steirischer Rohschinken – štajerska sirova šunka,steirischer-rohschinken-stajerska-sirova-sunka-2,https://drycured.com/recepti-baza/steirischer-rohschinken-stajerska-sirova-sunka-2/,200,63,hladna masa; fallback; radni recept,1,1,1
3068,Vorarlberger Mostbröckle – vorarlberška dimljena govedina,0010-vorarlberger-mostbrockle-vorarlberska-dimljena-govedina,https://drycured.com/recepti-baza/0010-vorarlberger-mostbrockle-vorarlberska-dimljena-govedina/,200,68,hladna masa; fallback; radni recept,1,1,1
3069,Finska Meetvursti – suha kobasica,finska-meetvursti-suha-kobasica-2,https://drycured.com/recepti-baza/finska-meetvursti-suha-kobasica-2/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3070,Filet d’Anvers – antverpski file,filet-d-anvers-antverpski-file,https://drycured.com/recepti-baza/filet-d-anvers-antverpski-file/,200,63,hladna masa; fallback; radni recept,1,1,1
3071,Lard fumé de Flandre – flamanska dimljena slanina,lard-fume-de-flandre-flamansko-dimljeno-salo-2,https://drycured.com/recepti-baza/lard-fume-de-flandre-flamansko-dimljeno-salo-2/,200,63,hladna masa; fallback; radni recept,1,1,1
3073,Collier fumé de Wallonie – dimljeni svinjski vrat iz Valonije,collier-fume-de-wallonie-dimljeni-svinjski-vrat-iz-valonije-2,https://drycured.com/recepti-baza/collier-fume-de-wallonie-dimljeni-svinjski-vrat-iz-valonije-2/,200,63,hladna masa; fallback; radni recept,1,1,1
3075,Jambon d’Ardenne – ardenska šunka,jambon-d-ardenne-ardenski-prsut,https://drycured.com/recepti-baza/jambon-d-ardenne-ardenski-prsut/,200,63,hladna masa; fallback; radni recept,1,1,1
3081,SAUCISSON D&#8217;ARDENNE (ARDENSKI KULEN),saucisson-d-ardenne-ardenski-kulen,https://drycured.com/recepti-baza/saucisson-d-ardenne-ardenski-kulen/,200,68,prema receptu; hladna masa; fallback; radni recept,1,1,1
3082,НАНИЖЕН СУДЖУК (Nanižen Sudžuk),nanizen-sudzuk,https://drycured.com/recepti-baza/nanizen-sudzuk/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3083,ЕЛЕНСКИ БУТ (Elenski but),elenski-but,https://drycured.com/recepti-baza/elenski-but/,200,5,hladna masa; fallback,1,1,1
3084,СМЯДОВСКА ЛУКАНКА (Smyadovska lukanka),smyadovska-lukanka,https://drycured.com/recepti-baza/smyadovska-lukanka/,200,68,prema receptu; hladna masa; fallback; radni recept,1,1,1
3085,СТАРОПЛАНИНСКИ ПАСТЪРМА (Staroplaninska pastrma),staroplaninska-pastrma,https://drycured.com/recepti-baza/staroplaninska-pastrma/,200,63,hladna masa; fallback; radni recept,1,1,1
3086,Nadenitsa (Наденица),nadenitsa,https://drycured.com/recepti-baza/nadenitsa/,200,63,hladna masa; fallback; radni recept,1,1,1
3087,Rulopep (Рулопеп),rulopep,https://drycured.com/recepti-baza/rulopep/,200,63,hladna masa; fallback; radni recept,1,1,1
3088,Katino Meze (Катино мезе),katino-meze,https://drycured.com/recepti-baza/katino-meze/,200,63,hladna masa; fallback; radni recept,1,1,1
3089,Drobsarma (Дробсарма),drobsarma,https://drycured.com/recepti-baza/drobsarma/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3090,Maleshevska Babichka (Малешевска бабичка),maleshevska-babichka,https://drycured.com/recepti-baza/maleshevska-babichka/,200,63,hladna masa; fallback; radni recept,1,1,1
3091,Kraishte Pastarma (Краищенска пастърма),kraishte-pastarma,https://drycured.com/recepti-baza/kraishte-pastarma/,200,63,hladna masa; fallback; radni recept,1,1,1
3092,Lukanka (Луканка),lukanka,https://drycured.com/recepti-baza/lukanka/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3093,Sudjuk (Суджук),sudjuk,https://drycured.com/recepti-baza/sudjuk/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3094,Elena filet (Еленски филе),elena-filet,https://drycured.com/recepti-baza/elena-filet/,200,5,hladna masa; fallback,1,1,1
3095,Pastarma (Пастърма),pastarma,https://drycured.com/recepti-baza/pastarma/,200,63,hladna masa; fallback; radni recept,1,1,1
3096,Banski Starec (Бански старец),banski-starec,https://drycured.com/recepti-baza/banski-starec/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3097,Lountza (Λούντζα),lountza,https://drycured.com/recepti-baza/lountza/,200,63,hladna masa; fallback; radni recept,1,1,1
3098,Hiromeri (Χοιρομέρι),hiromeri,https://drycured.com/recepti-baza/hiromeri/,200,63,hladna masa; fallback; radni recept,1,1,1
3099,Tsamarella (Τσαμαρέλλα),tsamarella,https://drycured.com/recepti-baza/tsamarella/,200,67,prema receptu; hladna masa; fallback; radni recept,1,1,1
3100,Posyrti (Ποσυρτή),posyrti,https://drycured.com/recepti-baza/posyrti/,200,63,hladna masa; fallback; radni recept,1,1,1
3101,Apohtin (Αποχτίν),apohtin,https://drycured.com/recepti-baza/apohtin/,200,63,hladna masa; fallback; radni recept,1,1,1
3102,Lounza (Λούντζα) &#8211; Dimljena svinjska potrbušina,lounza-dimljena-svinjska-potrbusina,https://drycured.com/recepti-baza/lounza-dimljena-svinjska-potrbusina/,200,63,hladna masa; fallback; radni recept,1,1,1
3103,Tsamarella (Τσαμαρέλλα) &#8211; Sušena kozletina,tsamarella-susena-kozletina,https://drycured.com/recepti-baza/tsamarella-susena-kozletina/,200,63,hladna masa; fallback; radni recept,1,1,1
3104,Hiromeri (Χοιρομέρι) &#8211; Ciparski pršut,hiromeri-ciparski-prsut,https://drycured.com/recepti-baza/hiromeri-ciparski-prsut/,200,63,hladna masa; fallback; radni recept,1,1,1
3105,Apohti (Απόχτι) &#8211; Dimljeni svinjski file,apohti-dimljeni-svinjski-file,https://drycured.com/recepti-baza/apohti-dimljeni-svinjski-file/,200,5,hladna masa; fallback,1,1,1
3106,Pastourma (Παστουρμάς) &#8211; Ciparski začinjeni sušeni goveđi file,pastourma-ciparski-zacinjeni-suseni-govei-file,https://drycured.com/recepti-baza/pastourma-ciparski-zacinjeni-suseni-govei-file/,200,5,hladna masa; fallback,1,1,1
3107,?? NIZOZEMSKA &#8211; Tradicionalni recepti,nizozemska-tradicionalni-recepti,https://drycured.com/recepti-baza/nizozemska-tradicionalni-recepti/,200,68,prema receptu; hladna masa; fallback; radni recept,1,1,1
3108,Crmničke goveđe pastrve,crmnicke-govee-pastrve,https://drycured.com/recepti-baza/crmnicke-govee-pastrve/,200,63,hladna masa; fallback; radni recept,1,1,1
3110,Crnogorski suđuk,crnogorski-suuk,https://drycured.com/recepti-baza/crnogorski-suuk/,200,63,hladna masa; fallback; radni recept,1,1,1
3112,Medisterpølse (Danska svježa začinjena kobasica),medisterplse-danska-svjeza-zacinjena-kobasica,https://drycured.com/recepti-baza/medisterplse-danska-svjeza-zacinjena-kobasica/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3114,Rullepølse (Danska rolana šunka),rulleplse-danska-rolana-sunka,https://drycured.com/recepti-baza/rulleplse-danska-rolana-sunka/,200,63,hladna masa; fallback; radni recept,1,1,1
3115,Flæskesteg (Danska pečena svinjetina s hrskavom kožom),flskesteg-danska-pecena-svinjetina-s-hrskavom-kozom,https://drycured.com/recepti-baza/flskesteg-danska-pecena-svinjetina-s-hrskavom-kozom/,200,63,hladna masa; fallback; radni recept,1,1,1
3116,Spegepølse (Danska fermentirana kobasica),spegeplse-danska-fermentirana-kobasica,https://drycured.com/recepti-baza/spegeplse-danska-fermentirana-kobasica/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3117,Irski spiced beef (Začinjeno sušeno goveđe meso),irski-spiced-beef-zacinjeno-suseno-govee-meso,https://drycured.com/recepti-baza/irski-spiced-beef-zacinjeno-suseno-govee-meso/,200,63,hladna masa; fallback; radni recept,1,1,1
3118,Kasseler pečenka s pireom od jabuka i krupir knedlama,kasseler-pecenka-s-pireom-od-jabuka-i-krupir-knedlama,https://drycured.com/recepti-baza/kasseler-pecenka-s-pireom-od-jabuka-i-krupir-knedlama/,200,63,hladna masa; fallback; radni recept,1,1,1
3120,Rogatički Planinsko-Morski Raritet &#8220;Vjetar i More&#8221;,rogaticki-planinsko-morski-raritet-vjetar-i-more,https://drycured.com/recepti-baza/rogaticki-planinsko-morski-raritet-vjetar-i-more/,200,63,hladna masa; fallback; radni recept,1,1,1
3121,Istarski Morski Pršut &#8220;Neptunov Dar&#8221;,istarski-morski-prsut-neptunov-dar,https://drycured.com/recepti-baza/istarski-morski-prsut-neptunov-dar/,200,63,hladna masa; fallback; radni recept,1,1,1
3122,Potted Beef (konzervirano goveđe meso),potted-beef-konzervirano-govee-meso,https://drycured.com/recepti-baza/potted-beef-konzervirano-govee-meso/,200,63,hladna masa; fallback; radni recept,1,1,1
3124,Engleski sušeni goveđi jezik (Potted Ox Tongue),engleski-suseni-govei-jezik-potted-ox-tongue,https://drycured.com/recepti-baza/engleski-suseni-govei-jezik-potted-ox-tongue/,200,63,hladna masa; fallback; radni recept,1,1,1
3125,?? Talijansko-toskanski recept za salamu (Salame Toscano),talijansko-toskanski-recept-za-salamu-salame-toscano,https://drycured.com/recepti-baza/talijansko-toskanski-recept-za-salamu-salame-toscano/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3126,?? Austrijski recept za Kmetzelsuppe kobasicu,austrijski-recept-za-kmetzelsuppe-kobasicu,https://drycured.com/recepti-baza/austrijski-recept-za-kmetzelsuppe-kobasicu/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3127,Poljska Kiełbasa Lisiecka (Lisiecka Kobasica),poljska-kiebasa-lisiecka-lisiecka-kobasica,https://drycured.com/recepti-baza/poljska-kiebasa-lisiecka-lisiecka-kobasica/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3128,KYLMÄSAVULOHI (HLADNO DIMLJENI LOSOS),kylmasavulohi-hladno-dimljeni-losos,https://drycured.com/recepti-baza/kylmasavulohi-hladno-dimljeni-losos/,200,63,hladna masa; fallback; radni recept,1,1,1
3129,Jambon de Bayonne (Bajonska šunka),jambon-de-bayonne-bajonska-sunka,https://drycured.com/recepti-baza/jambon-de-bayonne-bajonska-sunka/,200,63,hladna masa; fallback; radni recept,1,1,1
3131,SAUCISSON SEC D&#8217;AUVERGNE,saucisson-sec-d-auvergne,https://drycured.com/recepti-baza/saucisson-sec-d-auvergne/,200,69,prema receptu; hladna masa; fallback; radni recept,1,1,1
3132,Armatia (Αρματιά),armatia,https://drycured.com/recepti-baza/armatia/,200,63,hladna masa; fallback; radni recept,1,1,1
3133,Pihti (Πηχτή),pihti,https://drycured.com/recepti-baza/pihti/,200,63,hladna masa; fallback; radni recept,1,1,1
3134,Kavourmas (Καβουρμάς),kavourmas,https://drycured.com/recepti-baza/kavourmas/,200,63,hladna masa; fallback; radni recept,1,1,1
3135,Pastourmas (Παστουρμάς),pastourmas,https://drycured.com/recepti-baza/pastourmas/,200,5,hladna masa; fallback,1,1,1
3136,Loukaniko (Λουκάνικο),loukaniko,https://drycured.com/recepti-baza/loukaniko/,200,67,prema receptu; hladna masa; fallback; radni recept,1,1,1
3137,Apaki (Απάκι),apaki,https://drycured.com/recepti-baza/apaki/,200,63,hladna masa; fallback; radni recept,1,1,1
3138,Noumboulo (Νούμπουλο),noumboulo,https://drycured.com/recepti-baza/noumboulo/,200,63,hladna masa; fallback; radni recept,1,1,1
3139,Syglino (Σύγκλινο),syglino,https://drycured.com/recepti-baza/syglino/,200,63,hladna masa; fallback; radni recept,1,1,1
3140,Skirts and Kidneys (Tradicionalna irska marinirana goveđa dijafragma),skirts-and-kidneys-tradicionalna-irska-marinirana-govea-dijafragma,https://drycured.com/recepti-baza/skirts-and-kidneys-tradicionalna-irska-marinirana-govea-dijafragma/,200,63,hladna masa; fallback; radni recept,1,1,1
3141,Svið (Dimljena janjeća glava),svi-dimljena-janjeca-glava,https://drycured.com/recepti-baza/svi-dimljena-janjeca-glava/,200,63,hladna masa; fallback; radni recept,1,1,1
3142,Heilhornað Hangikjöt (Sušena janjeća rebra),heilhorna-hangikjot-susena-janjeca-rebra,https://drycured.com/recepti-baza/heilhorna-hangikjot-susena-janjeca-rebra/,200,5,hladna masa; fallback,1,1,1
3143,Torfær​ður Lambahryggur (Zakopana janjeća leđa),torfrur-lambahryggur-zakopana-janjeca-lea,https://drycured.com/recepti-baza/torfrur-lambahryggur-zakopana-janjeca-lea/,200,63,hladna masa; fallback; radni recept,1,1,1
3144,Selshreifar (Sušeni tuljanovi peraji),selshreifar-suseni-tuljanovi-peraji,https://drycured.com/recepti-baza/selshreifar-suseni-tuljanovi-peraji/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3145,Hákarlasullur (Fermentirani trbuh grenlandskog morskog psa),hakarlasullur-fermentirani-trbuh-grenlandskog-morskog-psa,https://drycured.com/recepti-baza/hakarlasullur-fermentirani-trbuh-grenlandskog-morskog-psa/,200,63,hladna masa; fallback; radni recept,1,1,1
3146,Gellur (Sušeni riblji jezici),gellur-suseni-riblji-jezici,https://drycured.com/recepti-baza/gellur-suseni-riblji-jezici/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3147,Súrsaðir Hrútspungar Með Lyngi (Fermentirani ovnovski testisi s vrijeskom),sursair-hrutspungar-me-lyngi-fermentirani-ovnovski-testisi-s-vrijeskom,https://drycured.com/recepti-baza/sursair-hrutspungar-me-lyngi-fermentirani-ovnovski-testisi-s-vrijeskom/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3148,Sviðasulta (Želatinizirano janjeće meso s glave),sviasulta-zelatinizirano-janjece-meso-s-glave,https://drycured.com/recepti-baza/sviasulta-zelatinizirano-janjece-meso-s-glave/,200,63,hladna masa; fallback; radni recept,1,1,1
3149,Harðfiskur (Sušeni oslić),harfiskur-suseni-oslic,https://drycured.com/recepti-baza/harfiskur-suseni-oslic/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3150,Kæstur Hákarl (Fermentirano meso grenlandskog morskog psa),kstur-hakarl-fermentirano-meso-grenlandskog-morskog-psa,https://drycured.com/recepti-baza/kstur-hakarl-fermentirano-meso-grenlandskog-morskog-psa/,200,63,hladna masa; fallback; radni recept,1,1,1
3151,Pastërma (Sušena govedina),pasterma-susena-govedina,https://drycured.com/recepti-baza/pasterma-susena-govedina/,200,63,hladna masa; fallback; radni recept,1,1,1
3152,Skilandis (Tradicinis lietuviškas skilandis),skilandis-tradicinis-lietuviskas-skilandis,https://drycured.com/recepti-baza/skilandis-tradicinis-lietuviskas-skilandis/,200,63,hladna masa; fallback; radni recept,1,1,1
3153,Kindziukas (Kindzius),kindziukas-kindzius,https://drycured.com/recepti-baza/kindziukas-kindzius/,200,63,hladna masa; fallback; radni recept,1,1,1
3154,Lašiniai (Tradicionalna litavska slanina),lasiniai-tradicionalna-litavska-slanina,https://drycured.com/recepti-baza/lasiniai-tradicionalna-litavska-slanina/,200,63,hladna masa; fallback; radni recept,1,1,1
3155,Vytinta dešra (Sušena litavska kobasica),vytinta-desra-susena-litavska-kobasica,https://drycured.com/recepti-baza/vytinta-desra-susena-litavska-kobasica/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3156,Lički Planinarski Navršak,licki-planinarski-navrsak,https://drycured.com/recepti-baza/licki-planinarski-navrsak/,200,63,hladna masa; fallback; radni recept,1,1,1
3158,Mađarska Slanina (Szalonna),maarska-slanina-szalonna,https://drycured.com/recepti-baza/maarska-slanina-szalonna/,200,63,hladna masa; fallback; radni recept,1,1,1
3159,Mađarska Dimljena Šunka (Füstölt Sonka),maarska-dimljena-sunka-fustolt-sonka,https://drycured.com/recepti-baza/maarska-dimljena-sunka-fustolt-sonka/,200,63,hladna masa; fallback; radni recept,1,1,1
3160,Mađarski Dimljeni Jezik (Füstölt Nyelv),maarski-dimljeni-jezik-fustolt-nyelv,https://drycured.com/recepti-baza/maarski-dimljeni-jezik-fustolt-nyelv/,200,63,hladna masa; fallback; radni recept,1,1,1
3162,Ossenworst (Goveđa sirova kobasica),ossenworst-govea-sirova-kobasica,https://drycured.com/recepti-baza/ossenworst-govea-sirova-kobasica/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3163,MOSTBRÖCKLI (ALPSKA SUŠENA GOVEDINA),mostbrockli-alpska-susena-govedina,https://drycured.com/recepti-baza/mostbrockli-alpska-susena-govedina/,200,63,hladna masa; fallback; radni recept,1,1,1
3164,HOLSTEINER KATENSCHINKEN (HOLŠTAJNSKA DIMLJENA ŠUNKA),holsteiner-katenschinken-holstajnska-dimljena-sunka,https://drycured.com/recepti-baza/holsteiner-katenschinken-holstajnska-dimljena-sunka/,200,63,hladna masa; fallback; radni recept,1,1,1
3166,Leichter Karreeschinken s povrćem u eintopfu,leichter-karreeschinken-s-povrcem-u-eintopfu,https://drycured.com/recepti-baza/leichter-karreeschinken-s-povrcem-u-eintopfu/,200,63,hladna masa; fallback; radni recept,1,1,1
3168,RAKFISK (FERMENTIRANI SLATKOVODNI LOSOS),rakfisk-fermentirani-slatkovodni-losos,https://drycured.com/recepti-baza/rakfisk-fermentirani-slatkovodni-losos/,200,63,hladna masa; fallback; radni recept,1,1,1
3169,LUTEFISK (SUŠENI BAKALAR),lutefisk-suseni-bakalar,https://drycured.com/recepti-baza/lutefisk-suseni-bakalar/,200,63,hladna masa; fallback; radni recept,1,1,1
3170,SMALAHOVE (SUŠENA OVČJA GLAVA),smalahove-susena-ovcja-glava,https://drycured.com/recepti-baza/smalahove-susena-ovcja-glava/,200,63,hladna masa; fallback; radni recept,1,1,1
3171,FÅREPØLSE (TRADICIONALNA OVČJA KOBASICA),fareplse-tradicionalna-ovcja-kobasica,https://drycured.com/recepti-baza/fareplse-tradicionalna-ovcja-kobasica/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3172,ELGKJØTT SPEKEMAT (SUHO MESO LOSA),elgkjtt-spekemat-suho-meso-losa,https://drycured.com/recepti-baza/elgkjtt-spekemat-suho-meso-losa/,200,63,hladna masa; fallback; radni recept,1,1,1
3173,TJUKKMJØLKSPØLSE (FERMENTIRANA KOBASICA S MLIJEČNOM KULTUROM),tjukkmjlksplse-fermentirana-kobasica-s-mlijecnom-kulturom,https://drycured.com/recepti-baza/tjukkmjlksplse-fermentirana-kobasica-s-mlijecnom-kulturom/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3174,REINSDYRHJERTE (SUŠENO SRCE SOBA),reinsdyrhjerte-suseno-srce-soba,https://drycured.com/recepti-baza/reinsdyrhjerte-suseno-srce-soba/,200,63,hladna masa; fallback; radni recept,1,1,1
3175,PINNEKJØTT (SUŠENA REBRA),pinnekjtt-susena-rebra,https://drycured.com/recepti-baza/pinnekjtt-susena-rebra/,200,5,hladna masa; fallback,1,1,1
3176,RØKELAKS (DIMLJENI LOSOS),rkelaks-dimljeni-losos,https://drycured.com/recepti-baza/rkelaks-dimljeni-losos/,200,63,hladna masa; fallback; radni recept,1,1,1
3178,Kuşbaşı Jerky (Turski goveđi jerky),kusbas-jerky-turski-govei-jerky,https://drycured.com/recepti-baza/kusbas-jerky-turski-govei-jerky/,200,63,hladna masa; fallback; radni recept,1,1,1
3179,Işkembe Dolması (Punjeni goveđi burag),iskembe-dolmas-punjeni-govei-burag,https://drycured.com/recepti-baza/iskembe-dolmas-punjeni-govei-burag/,200,63,hladna masa; fallback; radni recept,1,1,1
3180,Varaždinski Š(p)ek,varazdinski-s-p-ek,https://drycured.com/recepti-baza/varazdinski-s-p-ek/,200,63,hladna masa; fallback; radni recept,1,1,1
3181,Đurđevački Zelenjak,urevacki-zelenjak,https://drycured.com/recepti-baza/urevacki-zelenjak/,200,63,hladna masa; fallback; radni recept,1,1,1
3182,KINDZIUK (POLJSKO-LITAVSKA SUHA KOBASICA),kindziuk-poljsko-litavska-suha-kobasica,https://drycured.com/recepti-baza/kindziuk-poljsko-litavska-suha-kobasica/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3183,KIEŁBASA WĘDZONA (DIMLJENA POLJSKA KOBASICA),kiebasa-wedzona-dimljena-poljska-kobasica,https://drycured.com/recepti-baza/kiebasa-wedzona-dimljena-poljska-kobasica/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3185,Presunto de Porco Preto (Pršut od Crne Iberijske Svinje),presunto-de-porco-preto-prsut-od-crne-iberijske-svinje,https://drycured.com/recepti-baza/presunto-de-porco-preto-prsut-od-crne-iberijske-svinje/,200,63,hladna masa; fallback; radni recept,1,1,1
3188,Lountza Kafteri (Λούντζα Καυτερή) &#8211; Ljuta dimljena svinjska vratina,lountza-kafteri-ljuta-dimljena-svinjska-vratina,https://drycured.com/recepti-baza/lountza-kafteri-ljuta-dimljena-svinjska-vratina/,200,5,hladna masa; fallback,1,1,1
3189,Posyrti (Ποσυρτή) &#8211; Ciparska suha kobasica s divljim biljem,posyrti-ciparska-suha-kobasica-s-divljim-biljem,https://drycured.com/recepti-baza/posyrti-ciparska-suha-kobasica-s-divljim-biljem/,200,68,prema receptu; hladna masa; fallback; radni recept,1,1,1
3190,Afelia Pastarma (Αφέλια Παστάρμα) &#8211; Ciparska marinirana goveđa pisanica,afelia-pastarma-ciparska-marinirana-govea-pisanica,https://drycured.com/recepti-baza/afelia-pastarma-ciparska-marinirana-govea-pisanica/,200,63,hladna masa; fallback; radni recept,1,1,1
3191,Ofto Lountza (Οφτή Λούντζα) &#8211; Ciparska zračno sušena janjetina,ofto-lountza-ciparska-zracno-susena-janjetina,https://drycured.com/recepti-baza/ofto-lountza-ciparska-zracno-susena-janjetina/,200,63,hladna masa; fallback; radni recept,1,1,1
3192,Virovski &#8220;Živi Čvarci&#8221;,virovski-zivi-cvarci,https://drycured.com/recepti-baza/virovski-zivi-cvarci/,200,63,hladna masa; fallback; radni recept,1,1,1
3193,Ludbreška &#8220;Tajna Kobasica&#8221;,ludbreska-tajna-kobasica,https://drycured.com/recepti-baza/ludbreska-tajna-kobasica/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3194,Đurđevački &#8220;Zaboravljeni Š(p)ek&#8221;,urevacki-zaboravljeni-s-p-ek,https://drycured.com/recepti-baza/urevacki-zaboravljeni-s-p-ek/,200,63,hladna masa; fallback; radni recept,1,1,1
3195,Pregradski &#8220;Šumski Šaptat&#8221;,pregradski-sumski-saptat,https://drycured.com/recepti-baza/pregradski-sumski-saptat/,200,63,hladna masa; fallback; radni recept,1,1,1
3196,Križevački &#8220;Začinski Vjetar&#8221;,krizevacki-zacinski-vjetar,https://drycured.com/recepti-baza/krizevacki-zacinski-vjetar/,200,63,hladna masa; fallback; radni recept,1,1,1
3197,Našički &#8220;Ratarski Sjećaj&#8221;,nasicki-ratarski-sjecaj,https://drycured.com/recepti-baza/nasicki-ratarski-sjecaj/,200,63,hladna masa; fallback; radni recept,1,1,1
3198,Draževački &#8220;Veteranski Sjećaj&#8221;,drazevacki-veteranski-sjecaj,https://drycured.com/recepti-baza/drazevacki-veteranski-sjecaj/,200,63,hladna masa; fallback; radni recept,1,1,1
3199,Kalničkog &#8220;Gorski Trag&#8221;,kalnickog-gorski-trag,https://drycured.com/recepti-baza/kalnickog-gorski-trag/,200,63,hladna masa; fallback; radni recept,1,1,1
3200,Podravski &#8220;Zaboravljeni Vrbovec&#8221;,podravski-zaboravljeni-vrbovec,https://drycured.com/recepti-baza/podravski-zaboravljeni-vrbovec/,200,63,hladna masa; fallback; radni recept,1,1,1
3201,Koprivnički &#8220;Seoski Izvor&#8221;,koprivnicki-seoski-izvor,https://drycured.com/recepti-baza/koprivnicki-seoski-izvor/,200,63,hladna masa; fallback; radni recept,1,1,1
3202,Đurđevački &#8220;Ribarski Sjaj&#8221;,urevacki-ribarski-sjaj,https://drycured.com/recepti-baza/urevacki-ribarski-sjaj/,200,63,hladna masa; fallback; radni recept,1,1,1
3203,Ludbreški &#8220;Planinski Trag&#8221;,ludbreski-planinski-trag,https://drycured.com/recepti-baza/ludbreski-planinski-trag/,200,63,hladna masa; fallback; radni recept,1,1,1
3204,Virovski &#8220;Šumski Biseri&#8221;,virovski-sumski-biseri,https://drycured.com/recepti-baza/virovski-sumski-biseri/,200,63,hladna masa; fallback; radni recept,1,1,1
3205,PASTRAMĂ DE OAIE (Sušena ovčetina),pastrama-de-oaie-susena-ovcetina,https://drycured.com/recepti-baza/pastrama-de-oaie-susena-ovcetina/,200,5,hladna masa; fallback,1,1,1
3206,Basturma (Бастурма &#8211; Začinjeno sušeno goveđe meso),basturma-zacinjeno-suseno-govee-meso,https://drycured.com/recepti-baza/basturma-zacinjeno-suseno-govee-meso/,200,5,hladna masa; fallback,1,1,1
3207,Koryushka (Корюшка &#8211; Dimljena mala riba),koryushka-dimljena-mala-riba,https://drycured.com/recepti-baza/koryushka-dimljena-mala-riba/,200,63,hladna masa; fallback; radni recept,1,1,1
3208,Svinaya Vyrezka (Свиная вырезка &#8211; Sušeni svinjski file),svinaya-vyrezka-suseni-svinjski-file,https://drycured.com/recepti-baza/svinaya-vyrezka-suseni-svinjski-file/,200,5,hladna masa; fallback,1,1,1
3210,ARBROATH SMOKIES (DIMLJENA HARINGA),arbroath-smokies-dimljena-haringa,https://drycured.com/recepti-baza/arbroath-smokies-dimljena-haringa/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3211,Zgornjesavinjski želodec,zgornjesavinjski-zelodec,https://drycured.com/recepti-baza/zgornjesavinjski-zelodec/,200,63,hladna masa; fallback; radni recept,1,1,1
3212,Lomo Embuchado &#8211; Začinjena Suha Svinjska Leđa,lomo-embuchado-zacinjena-suha-svinjska-lea,https://drycured.com/recepti-baza/lomo-embuchado-zacinjena-suha-svinjska-lea/,200,5,hladna masa; fallback,1,1,1
3213,Cecina de León &#8211; Sušena Goveđa Cecina,cecina-de-leon-susena-govea-cecina,https://drycured.com/recepti-baza/cecina-de-leon-susena-govea-cecina/,200,63,hladna masa; fallback; radni recept,1,1,1
3214,Crnogorski Sudžuk,crnogorski-sudzuk,https://drycured.com/recepti-baza/crnogorski-sudzuk/,200,64,prema receptu; hladna masa; fallback; radni recept,1,1,1
3215,SCHAFFHAUSER SCHÜBLIG (DIMLJENA GOVEĐA KOBASICA),schaffhauser-schublig-dimljena-govea-kobasica,https://drycured.com/recepti-baza/schaffhauser-schublig-dimljena-govea-kobasica/,200,68,prema receptu; hladna masa; fallback; radni recept,1,1,1
3216,BÜNDNERFLEISCH (GRAUBÜNDENSKI SUŠENI GOVEĐI BUT),bundnerfleisch-graubundenski-suseni-govei-but,https://drycured.com/recepti-baza/bundnerfleisch-graubundenski-suseni-govei-but/,200,5,hladna masa; fallback,1,1,1
3217,Culatello di Zibello &#8211; Kulatelo iz Zibella,culatello-di-zibello-kulatelo-iz-zibella,https://drycured.com/recepti-baza/culatello-di-zibello-kulatelo-iz-zibella/,200,63,hladna masa; fallback; radni recept,1,1,1
3218,PANCETTA ARROTOLATA,pancetta-arrotolata,https://drycured.com/recepti-baza/pancetta-arrotolata/,200,63,hladna masa; fallback; radni recept,1,1,1
