ID,post_title,post_name,post_status,permalink,meta_key_count,has_full_markdown,has_sections,has_verified_process,has_recipe_data,has_any_json_data,has_casing_terms,has_granulation_terms,has_garlic_terms,has_process_terms,forbidden_meta_count,forbidden_meta_terms,contract_readiness,contract_gap,public_risk
2604,Osiječki Ljuti Začinski Vrat s Divljim Travkama,osijecki-ljuti-zacinski-vrat-s-divljim-travkama,publish,https://drycured.com/recepti-baza/osijecki-ljuti-zacinski-vrat-s-divljim-travkama/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2605,Privatno: Podunavski Specijalni Fermentirani Špek,podunavski-specijalni-fermentirani-spek,private,https://drycured.com/?post_type=dry_recipe&p=2605,15,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2606,Požeški Aromatični Sušeni Vrat s Divljim Travkama,pozeski-aromaticni-suseni-vrat-s-divljim-travkama,publish,https://drycured.com/recepti-baza/pozeski-aromaticni-suseni-vrat-s-divljim-travkama/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2607,Privatno: Çiğ Köfte (Fermentirana mesna smjesa za sirovo konzumiranje),cig-kofte-fermentirana-mesna-smjesa-za-sirovo-konzumiranje,private,https://drycured.com/?post_type=dry_recipe&p=2607,15,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2608,Kuru Et (Suho meso sa smrekom),kuru-et-suho-meso-sa-smrekom,publish,https://drycured.com/recepti-baza/kuru-et-suho-meso-sa-smrekom/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2609,Kuşbaşı Jerky (Turski goveđi jerky),kusbasi-jerky-turski-govedi-jerky,draft,https://drycured.com/?post_type=dry_recipe&p=2609,6,0,0,0,1,0,0,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2610,Tulum Peyniri Dolgulu Et (Meso punjeno sirom),tulum-peyniri-dolgulu-et-meso-punjeno-sirom,publish,https://drycured.com/recepti-baza/tulum-peyniri-dolgulu-et-meso-punjeno-sirom/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2611,Işkembe Dolması (Punjeni goveđi burag),iskembe-dolmasi-punjeni-govedi-burag,draft,https://drycured.com/?post_type=dry_recipe&p=2611,6,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2612,Varaždinski Š(p)ek,varazdinski-spek,draft,https://drycured.com/?post_type=dry_recipe&p=2612,6,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2613,Đurđevački Zelenjak,durdevacki-zelenjak,draft,https://drycured.com/?post_type=dry_recipe&p=2613,6,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2614,Virovski Čvarci,virovski-cvarci,publish,https://drycured.com/recepti-baza/virovski-cvarci/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2615,Privatno: SALCESON OZORKOWY (POLJSKA TLAČENICA),salceson-ozorkowy-poljska-tlacenica,private,https://drycured.com/?post_type=dry_recipe&p=2615,15,1,0,0,1,0,1,0,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2616,BALERON (POLJSKA DIMLJENA VRATINA),baleron-poljska-dimljena-vratina,publish,https://drycured.com/recepti-baza/baleron-poljska-dimljena-vratina/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2617,Privatno: PASZTETOWA (POLJSKA JETRENA PAŠTETA U CRIJEVU),pasztetowa-poljska-jetrena-pasteta-u-crijevu,private,https://drycured.com/?post_type=dry_recipe&p=2617,15,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2618,KIEŁBASA WĘDZONA (DIMLJENA POLJSKA KOBASICA),kielbasa-wedzona-dimljena-poljska-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2618,6,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2619,Privatno: POLĘDWICA SOPOCKA (SUŠENA SVINJSKA PEČENICA),poledwica-sopocka-susena-svinjska-pecenica,private,https://drycured.com/?post_type=dry_recipe&p=2619,15,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2620,SZYNKA WĘDZONA (DIMLJENA ŠUNKA),szynka-wedzona-dimljena-sunka,publish,https://drycured.com/recepti-baza/szynka-wedzona-dimljena-sunka/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2621,BOCZEK WĘDZONY (DIMLJENA SLANINA),boczek-wedzony-dimljena-slanina,publish,https://drycured.com/recepti-baza/boczek-wedzony-dimljena-slanina/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2622,Chouriço Tradicional Português (Tradicionalna portugalska kobasica),chourico-tradicional-portugues-tradicionalna-portugalska-kobasica,publish,https://drycured.com/recepti-baza/chourico-tradicional-portugues-tradicionalna-portugalska-kobasica/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2623,Presunto Português (Portugalska pršuta),presunto-portugues-portugalska-prsuta,publish,https://drycured.com/recepti-baza/presunto-portugues-portugalska-prsuta/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2624,Paio Alentejano (Alentejanska kobasica),paio-alentejano-alentejanska-kobasica,publish,https://drycured.com/recepti-baza/paio-alentejano-alentejanska-kobasica/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2625,Farinheira Alentejana (Kobasica s brašnom iz Alenteja),farinheira-alentejana-kobasica-s-brasnom-iz-alenteja,publish,https://drycured.com/recepti-baza/farinheira-alentejana-kobasica-s-brasnom-iz-alenteja/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2626,Presunto de Porco Preto (Pršut od Crne Iberijske Svinje),,pending,https://drycured.com/?post_type=dry_recipe&p=2626,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2627,Chouriço de Vinho (Kobasica s Vinom),chourico-de-vinho-kobasica-s-vinom,publish,https://drycured.com/recepti-baza/chourico-de-vinho-kobasica-s-vinom/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2628,Paio do Alentejo (Alentejo Dimljena Kobasica),paio-do-alentejo-alentejo-dimljena-kobasica,publish,https://drycured.com/recepti-baza/paio-do-alentejo-alentejo-dimljena-kobasica/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2629,Alheira de Mirandela (Kobasica iz Mirandele),alheira-de-mirandela-kobasica-iz-mirandele,publish,https://drycured.com/recepti-baza/alheira-de-mirandela-kobasica-iz-mirandele/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2630,Dalmatinski Pršut (Pršut s Kaštelanskog polja),,pending,https://drycured.com/?post_type=dry_recipe&p=2630,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2631,Rovinjska Kobasica,rovinjska-kobasica,publish,https://drycured.com/recepti-baza/rovinjska-kobasica/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2632,Krčki Sir-Kobasica,krcki-sir-kobasica,publish,https://drycured.com/recepti-baza/krcki-sir-kobasica/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2633,Senjska Šunka,senjska-sunka,publish,https://drycured.com/recepti-baza/senjska-sunka/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2634,Povijesni kontekst suhomesnatih proizvoda u Podravini,,pending,https://drycured.com/?post_type=dry_recipe&p=2634,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2635,Dubinska analiza odabranih recepata,,pending,https://drycured.com/?post_type=dry_recipe&p=2635,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2636,Izazovi očuvanja tradicije,,pending,https://drycured.com/?post_type=dry_recipe&p=2636,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2637,Tradicionalni Thüringer Schinken (Tirinška šunka),tradicionalni-thuringer-schinken-tirinska-sunka,publish,https://drycured.com/recepti-baza/tradicionalni-thuringer-schinken-tirinska-sunka/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2638,Bavarski Bierschinken (Šunka od piva),bavarski-bierschinken-sunka-od-piva,publish,https://drycured.com/recepti-baza/bavarski-bierschinken-sunka-od-piva/,28,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2639,Zalatina (Ζαλατίνα) &#8211; Ciparski hladetinasti svinjski narezak,zalatina-%ce%b6%ce%b1%ce%bb%ce%b1%cf%84%ce%af%ce%bd%ce%b1-ciparski-hladetinasti-svinjski-narezak,draft,https://drycured.com/?post_type=dry_recipe&p=2639,6,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2640,Lountza Kafteri (Λούντζα Καυτερή) &#8211; Ljuta dimljena svinjska vratina,,pending,https://drycured.com/?post_type=dry_recipe&p=2640,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2641,Posyrti (Ποσυρτή) &#8211; Ciparska suha kobasica s divljim biljem,,pending,https://drycured.com/?post_type=dry_recipe&p=2641,5,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2642,Afelia Pastarma (Αφέλια Παστάρμα) &#8211; Ciparska marinirana goveđa pisanica,afelia-pastarma-%ce%b1%cf%86%ce%ad%ce%bb%ce%b9%ce%b1-%cf%80%ce%b1%cf%83%cf%84%ce%ac%cf%81%ce%bc%ce%b1-ciparska-marinirana-goveda-pisanica,draft,https://drycured.com/?post_type=dry_recipe&p=2642,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2643,Ofto Lountza (Οφτή Λούντζα) &#8211; Ciparska zračno sušena janjetina,,pending,https://drycured.com/?post_type=dry_recipe&p=2643,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2644,Privatno: Fažanski morski salamur (Specijalitet s morskom travom),fazanski-morski-salamur-specijalitet-s-morskom-travom,private,https://drycured.com/?post_type=dry_recipe&p=2644,15,1,0,0,1,0,1,1,1,1,2,prema receptu,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2645,Viganjska kobasica od divlje svinje s tavom,viganjska-kobasica-od-divlje-svinje-s-tavom,publish,https://drycured.com/recepti-baza/viganjska-kobasica-od-divlje-svinje-s-tavom/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2646,Privatno: Bujski janjetinski specijalitet s lavandom,bujski-janjetinski-specijalitet-s-lavandom,private,https://drycured.com/?post_type=dry_recipe&p=2646,15,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2647,Privatno: Pazinski specijalitet od kozjeg mesa s kestenom,pazinski-specijalitet-od-kozjeg-mesa-s-kestenom,private,https://drycured.com/?post_type=dry_recipe&p=2647,15,1,0,0,1,0,1,1,1,1,2,prema receptu,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2648,Privatno: Rovinjski specijalitet od sardele s ružom,rovinjski-specijalitet-od-sardele-s-ruzom,private,https://drycured.com/?post_type=dry_recipe&p=2648,15,1,0,0,1,0,1,1,1,1,2,prema receptu,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2649,Stara Koprivnička Salama &#8220;Šokačka Priča&#8221;,,pending,https://drycured.com/?post_type=dry_recipe&p=2649,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2650,Virovski &#8220;Živi Čvarci&#8221;,,pending,https://drycured.com/?post_type=dry_recipe&p=2650,5,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2651,Ludbreška &#8220;Tajna Kobasica&#8221;,,pending,https://drycured.com/?post_type=dry_recipe&p=2651,5,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2652,Đurđevački &#8220;Zaboravljeni Š(p)ek&#8221;,,pending,https://drycured.com/?post_type=dry_recipe&p=2652,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2653,Pitomački &#8220;Divlji Kulen&#8221;,,pending,https://drycured.com/?post_type=dry_recipe&p=2653,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2654,Pregradski &#8220;Šumski Šaptat&#8221;,,pending,https://drycured.com/?post_type=dry_recipe&p=2654,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2655,Križevački &#8220;Začinski Vjetar&#8221;,,pending,https://drycured.com/?post_type=dry_recipe&p=2655,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2656,Našički &#8220;Ratarski Sjećaj&#8221;,,pending,https://drycured.com/?post_type=dry_recipe&p=2656,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2657,Draževački &#8220;Veteranski Sjećaj&#8221;,,pending,https://drycured.com/?post_type=dry_recipe&p=2657,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2658,Kalničkog &#8220;Gorski Trag&#8221;,,pending,https://drycured.com/?post_type=dry_recipe&p=2658,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2659,Podravski &#8220;Zaboravljeni Vrbovec&#8221;,,pending,https://drycured.com/?post_type=dry_recipe&p=2659,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2660,Koprivnički &#8220;Seoski Izvor&#8221;,,pending,https://drycured.com/?post_type=dry_recipe&p=2660,5,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2661,Đurđevački &#8220;Ribarski Sjaj&#8221;,,pending,https://drycured.com/?post_type=dry_recipe&p=2661,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2662,Ludbreški &#8220;Planinski Trag&#8221;,,pending,https://drycured.com/?post_type=dry_recipe&p=2662,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2663,Virovski &#8220;Šumski Biseri&#8221;,,pending,https://drycured.com/?post_type=dry_recipe&p=2663,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2664,BABIC (Tradicionalna babić kobasica),babic-tradicionalna-babic-kobasica,publish,https://drycured.com/recepti-baza/babic-tradicionalna-babic-kobasica/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2665,MUȘCHI ȚIGĂNESC (Ciganski vrat),muschi-tiganesc-ciganski-vrat,publish,https://drycured.com/recepti-baza/muschi-tiganesc-ciganski-vrat/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2666,CÂRNAȚI DE BURDUF (Sirnate kobasice),carnati-de-burduf-sirnate-kobasice,publish,https://drycured.com/recepti-baza/carnati-de-burduf-sirnate-kobasice/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2667,ȘUNCĂ DE MANGALIȚA AFUMATĂ (Dimljena mangulica šunka),sunca-de-mangalita-afumata-dimljena-mangulica-sunka,publish,https://drycured.com/recepti-baza/sunca-de-mangalita-afumata-dimljena-mangulica-sunka/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2668,CÂRNAŢI DE PLEŞCOI (Pleščojske kobasice),carnati-de-plescoi-plescojske-kobasice,publish,https://drycured.com/recepti-baza/carnati-de-plescoi-plescojske-kobasice/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2669,Privatno: TOBĂ (Tradidicionalna rumunjska tlačenica),toba-tradidicionalna-rumunjska-tlacenica,private,https://drycured.com/?post_type=dry_recipe&p=2669,15,1,0,0,1,0,1,0,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2670,GHIUDEM (Suha kobasica od ovčetine),ghiudem-suha-kobasica-od-ovcetine,publish,https://drycured.com/recepti-baza/ghiudem-suha-kobasica-od-ovcetine/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2671,Basturma (Бастурма &#8211; Začinjeno sušeno goveđe meso),basturma-%d0%b1%d0%b0%d1%81%d1%82%d1%83%d1%80%d0%bc%d0%b0-zacinjeno-suseno-govede-meso,draft,https://drycured.com/?post_type=dry_recipe&p=2671,6,0,0,0,1,0,0,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2672,Koryushka (Корюшка &#8211; Dimljena mala riba),koryushka-%d0%ba%d0%be%d1%80%d1%8e%d1%88%d0%ba%d0%b0-dimljena-mala-riba,draft,https://drycured.com/?post_type=dry_recipe&p=2672,6,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2673,Svinaya Vyrezka (Свиная вырезка &#8211; Sušeni svinjski file),svinaya-vyrezka-%d1%81%d0%b2%d0%b8%d0%bd%d0%b0%d1%8f-%d0%b2%d1%8b%d1%80%d0%b5%d0%b7%d0%ba%d0%b0-suseni-svinjski-file,draft,https://drycured.com/?post_type=dry_recipe&p=2673,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2674,Vetchina (Ветчина &#8211; Domaća kuhana šunka),vetchina-%d0%b2%d0%b5%d1%82%d1%87%d0%b8%d0%bd%d0%b0-domaca-kuhana-sunka,draft,https://drycured.com/?post_type=dry_recipe&p=2674,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2675,Sadržaj,,pending,https://drycured.com/?post_type=dry_recipe&p=2675,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2676,Napomena o danskoj Medister kobasici,,pending,https://drycured.com/?post_type=dry_recipe&p=2676,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2677,? Savjeti za serviranje:,,pending,https://drycured.com/?post_type=dry_recipe&p=2677,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2678,Sastojci za 4 kg smjese:,sastojci-za-4-kg-smjese,draft,https://drycured.com/?post_type=dry_recipe&p=2678,6,0,0,0,1,0,1,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2679,Napomena o belgijskom Boudin Blanc,,pending,https://drycured.com/?post_type=dry_recipe&p=2679,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2680,ŠKOTSKI STOVIES MEAT (KONZERVIRANO USOLJENO MESO),skotski-stovies-meat-konzervirano-usoljeno-meso,draft,https://drycured.com/?post_type=dry_recipe&p=2680,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2681,Privatno: FORFAR BRIDIE (ŠKOTSKA MESNA PAŠTETA),forfar-bridie-skotska-mesna-pasteta,private,https://drycured.com/?post_type=dry_recipe&p=2681,15,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2682,HIGHLAND VENISON HAM (DIMLJENA ŠUNKA OD JELENA),highland-venison-ham-dimljena-sunka-od-jelena,publish,https://drycured.com/recepti-baza/highland-venison-ham-dimljena-sunka-od-jelena/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2683,EDINBURGH POTTED HOG (KONZERVIRANO SVINJSKO MESO),edinburgh-potted-hog-konzervirano-svinjsko-meso,publish,https://drycured.com/recepti-baza/edinburgh-potted-hog-konzervirano-svinjsko-meso/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2684,ŠKOTSKI HAGGIS,skotski-haggis,publish,https://drycured.com/recepti-baza/skotski-haggis/,17,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2685,Privatno: ŠKOTSKI BLACK PUDDING (KRVAVICA),skotski-black-pudding-krvavica,private,https://drycured.com/?post_type=dry_recipe&p=2685,15,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
