post_id,title,url,post_status,detected_type,v1_1_final_type,v1_1_public_update_gate,v1_1_work_priority,v1_1_type_reason,v1_1_block_reasons,has_granulation,has_fat_handling,has_casing,has_brine_or_cure,has_thermal_process,has_thermal_params,has_cold_chain,has_smoking,has_drying,has_aging,has_nitrite,has_nitrite_note,has_fallback_internal
3002,Vinkovačka kobasica,https://drycured.com/recepti-baza/hr-sl-037-vinkovacka-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE,1,1,1,1,0,1,1,1,1,1,1,0,0
3003,Slavonska lovačka kobasica (divljač + svinjetina),https://drycured.com/recepti-baza/hr-sl-038-slavonska-lovacka-kobasica-divljac-svinjetina/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE,1,1,1,1,0,1,1,1,1,1,1,0,0
3024,Irska dimljena kobasica (Smoked Sausage),https://drycured.com/recepti-baza/irska-dimljena-kobasica-smoked-sausage/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
3025,Pršuta e Kosovës (Kosovska pršuta),https://drycured.com/recepti-baza/prsuta-e-kosoves-kosovska-prsuta-2/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:prsut,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
3026,Scharfe Edelrohwurst s povrćem na žaru,https://drycured.com/recepti-baza/scharfe-edelrohwurst-s-povrcem-na-zaru/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
3027,ENGADINER HATECLETT (SUŠENI KOZJI BUT),https://drycured.com/recepti-baza/engadiner-hateclett-suseni-kozji-but-2/,publish,GROUND_MEAT_OR_CASING,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,CALIBRATION_ACCEPTED:TITLE_WHOLE_CUT_SIGNAL:but,NITRITE_WITHOUT_SAFETY_NOTE,1,1,1,1,0,1,1,1,1,1,1,0,0
3028,ZUGER HIRSCHTROCKENWURST (KOBASICA OD JELENA IZ ZUGA),https://drycured.com/recepti-baza/zuger-hirschtrockenwurst-kobasica-od-jelena-iz-zuga-2/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
3029,Tiroler Speck – tirolski sušeni dimljeni svinjski but,https://drycured.com/recepti-baza/tiroler-speck-tirolska-slanina-2/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:speck,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
3030,Waldviertler Hirschsalami – salama od jelena iz Waldviertela,https://drycured.com/recepti-baza/waldviertler-hirschsalami-salama-od-jelena-iz-waldviertela-2/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
3032,Mađarska Gyulai Kolbász – Gyulai kobasica,https://drycured.com/recepti-baza/maarska-gyulai-kolbasz-gyulai-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
3033,Lukanka iz Panagyurishte – bugarska prešana suha kobasica,https://drycured.com/recepti-baza/lukanka-iz-panagyurishte/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3035,Strandzhansko Dyado – bugarski sušeni punjeni proizvod,https://drycured.com/recepti-baza/strandzhansko-dyado/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3037,Dobrudzhanski Babek – bugarski sušeni babek,https://drycured.com/recepti-baza/dobrudzhanski-babek/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3038,Grčki Loukaniko – tradicionalna grčka kobasica,https://drycured.com/recepti-baza/grcka-tradicionalni-recepti-za-loukaniko-2/,publish,GROUND_MEAT_OR_CASING,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,NOISE_OR_COLLECTION:grcka,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT;NEEDS_CLASSIFICATION,1,1,1,1,1,1,1,1,1,1,1,0,1
3039,Joulukinkku – finska božićna šunka,https://drycured.com/recepti-baza/joulukinkku-bozicna-sunka-2/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:sunka,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,1,1,1,1,1,1,1,0,1
3041,Saucisson Sec – francuska suha kobasica,https://drycured.com/recepti-baza/saucisson-sec-suha-kobasica-2/,publish,GROUND_MEAT_OR_CASING,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,NOISE_OR_COLLECTION:francuska,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT;NEEDS_CLASSIFICATION,1,1,1,1,1,1,1,1,1,1,1,0,1
3044,Jésus de Lyon – velika lionska suha kobasica,https://drycured.com/recepti-baza/jesus-de-lyon-2/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
3045,Rosette de Lyon – lionska suha kobasica,https://drycured.com/recepti-baza/rosette-de-lyon-2/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
3047,Siglino Messinias – grčka dimljena svinjetina,https://drycured.com/recepti-baza/siglino-messinias/,publish,WHOLE_CUT,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,NOISE_OR_COLLECTION:grcka,PUBLIC_OR_META_INTERNAL_TEXT_HIT;NEEDS_CLASSIFICATION,0,1,1,1,0,1,1,1,1,1,0,0,1
3050,Pancetta Maltija – malteška panceta,https://drycured.com/recepti-baza/maltezanska-panceta-pancetta-maltija-2/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,"WHOLE_CUT_TITLE:pancetta,panceta",PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
3051,Pick Szalámi – mađarski Pick salami,https://drycured.com/recepti-baza/maarski-pick-salami-pick-szalami/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
3052,Mađarska Kolbász – mađarska kobasica,https://drycured.com/recepti-baza/maarska-kobasica-kolbasz/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3053,Westfälischer Knochenschinken – vestfalska šunka s kosti,https://drycured.com/recepti-baza/westfalischer-knochenschinken-vestfalska-sunka-s-kosti/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,"WHOLE_CUT_TITLE:schinken,sunka",NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
3055,Salo – ukrajinska slana svinjska slanina,https://drycured.com/recepti-baza/salo-slana-svinjeca-slanina/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:slanina,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
3057,Belokranjska jagenjčara,https://drycured.com/recepti-baza/belokranjska-jagenjcara-2/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3058,Sobrasada Mallorquina – majorška sobrasada,https://drycured.com/recepti-baza/sobrasada-mallorquina-majorska-sobrasada-2/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3060,Appenzeller Mostbröckli – švicarska sušena dimljena govedina,https://drycured.com/recepti-baza/appenzeller-mostbrockli-dimljena-govedina/,publish,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,,NEEDS_CLASSIFICATION;NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
3061,Speck Alto Adige – južnotirolski sušeni dimljeni but,https://drycured.com/recepti-baza/speck-alto-adige-2/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:speck,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
3063,Suxhuk – albanska suha kobasica,https://drycured.com/recepti-baza/suxhuk-albanska-suha-kobasica-2/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3064,Proshuta Shqiptare – albanska pršuta,https://drycured.com/recepti-baza/0003-proshuta-shqiptare-albanska-prsuta/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:prsut,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,0,1,1,1,1,1,1,1,1,0,0,1
3065,Mish i thatë – albanska suha janjetina,https://drycured.com/recepti-baza/mish-i-thate-albanska-suha-janjetina-2/,publish,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,,NEEDS_CLASSIFICATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
3066,Kärntner Wurzelspeck – koruški sušeni dimljeni vrat,https://drycured.com/recepti-baza/karntner-wurzelspeck-koruska-korijenska-slanina-2/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:speck,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,1,1,1,1,1,1,1,0,1
3067,Steirischer Rohschinken – štajerska sirova šunka,https://drycured.com/recepti-baza/steirischer-rohschinken-stajerska-sirova-sunka-2/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,"WHOLE_CUT_TITLE:schinken,rohschinken,sunka",NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
3068,Vorarlberger Mostbröckle – vorarlberška dimljena govedina,https://drycured.com/recepti-baza/0010-vorarlberger-mostbrockle-vorarlberska-dimljena-govedina/,publish,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,,NEEDS_CLASSIFICATION;NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,0,1,1,1,1,1,1,1,1,1,0,1
3069,Finska Meetvursti – suha kobasica,https://drycured.com/recepti-baza/finska-meetvursti-suha-kobasica-2/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
3070,Filet d’Anvers – antverpski file,https://drycured.com/recepti-baza/filet-d-anvers-antverpski-file/,publish,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,,NEEDS_CLASSIFICATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,1,1,1,1,1,1,0,0,1
3071,Lard fumé de Flandre – flamanska dimljena slanina,https://drycured.com/recepti-baza/lard-fume-de-flandre-flamansko-dimljeno-salo-2/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:slanina,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
3073,Collier fumé de Wallonie – dimljeni svinjski vrat iz Valonije,https://drycured.com/recepti-baza/collier-fume-de-wallonie-dimljeni-svinjski-vrat-iz-valonije-2/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,1,1,1,1,1,1,0,0,1
3075,Jambon d’Ardenne – ardenska šunka,https://drycured.com/recepti-baza/jambon-d-ardenne-ardenski-prsut/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,"WHOLE_CUT_TITLE:sunka,jambon",PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,1,1,1,1,1,1,0,0,1
3081,SAUCISSON D&#8217;ARDENNE (ARDENSKI KULEN),https://drycured.com/recepti-baza/saucisson-d-ardenne-ardenski-kulen/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
3082,НАНИЖЕН СУДЖУК (Nanižen Sudžuk),https://drycured.com/recepti-baza/nanizen-sudzuk/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3084,СМЯДОВСКА ЛУКАНКА (Smyadovska lukanka),https://drycured.com/recepti-baza/smyadovska-lukanka/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3085,СТАРОПЛАНИНСКИ ПАСТЪРМА (Staroplaninska pastrma),https://drycured.com/recepti-baza/staroplaninska-pastrma/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:pastrma,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
3086,Nadenitsa (Наденица),https://drycured.com/recepti-baza/nadenitsa/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
3087,Rulopep (Рулопеп),https://drycured.com/recepti-baza/rulopep/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
3088,Katino Meze (Катино мезе),https://drycured.com/recepti-baza/katino-meze/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
3089,Drobsarma (Дробсарма),https://drycured.com/recepti-baza/drobsarma/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3090,Maleshevska Babichka (Малешевска бабичка),https://drycured.com/recepti-baza/maleshevska-babichka/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
3091,Kraishte Pastarma (Краищенска пастърма),https://drycured.com/recepti-baza/kraishte-pastarma/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
3092,Lukanka (Луканка),https://drycured.com/recepti-baza/lukanka/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3093,Sudjuk (Суджук),https://drycured.com/recepti-baza/sudjuk/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3095,Pastarma (Пастърма),https://drycured.com/recepti-baza/pastarma/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
3096,Banski Starec (Бански старец),https://drycured.com/recepti-baza/banski-starec/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3097,Lountza (Λούντζα),https://drycured.com/recepti-baza/lountza/,publish,GROUND_MEAT_OR_CASING,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:lountza,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
3098,Hiromeri (Χοιρομέρι),https://drycured.com/recepti-baza/hiromeri/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
3099,Tsamarella (Τσαμαρέλλα),https://drycured.com/recepti-baza/tsamarella/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
3100,Posyrti (Ποσυρτή),https://drycured.com/recepti-baza/posyrti/,publish,GROUND_MEAT_OR_CASING,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:posyrti,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
3101,Apohtin (Αποχτίν),https://drycured.com/recepti-baza/apohtin/,publish,GROUND_MEAT_OR_CASING,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:apohtin,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
3102,Lounza (Λούντζα) &#8211; Dimljena svinjska potrbušina,https://drycured.com/recepti-baza/lounza-dimljena-svinjska-potrbusina/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
3103,Tsamarella (Τσαμαρέλλα) &#8211; Sušena kozletina,https://drycured.com/recepti-baza/tsamarella-susena-kozletina/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
3104,Hiromeri (Χοιρομέρι) &#8211; Ciparski pršut,https://drycured.com/recepti-baza/hiromeri-ciparski-prsut/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:prsut,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
3107,?? NIZOZEMSKA &#8211; Tradicionalni recepti,https://drycured.com/recepti-baza/nizozemska-tradicionalni-recepti/,publish,GROUND_MEAT_OR_CASING,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,NOISE_OR_COLLECTION:tradicionalni recepti,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT;NEEDS_CLASSIFICATION,1,1,1,1,1,1,1,1,1,1,1,0,1
3108,Crmničke goveđe pastrve,https://drycured.com/recepti-baza/crmnicke-govee-pastrve/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
3110,Crnogorski suđuk,https://drycured.com/recepti-baza/crnogorski-suuk/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
3112,Medisterpølse (Danska svježa začinjena kobasica),https://drycured.com/recepti-baza/medisterplse-danska-svjeza-zacinjena-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3114,Rullepølse (Danska rolana šunka),https://drycured.com/recepti-baza/rulleplse-danska-rolana-sunka/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:sunka,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
3115,Flæskesteg (Danska pečena svinjetina s hrskavom kožom),https://drycured.com/recepti-baza/flskesteg-danska-pecena-svinjetina-s-hrskavom-kozom/,publish,GROUND_MEAT_OR_CASING,THERMAL_PROCESSED,FAIL,A_PUBLIC_BLOCKED,THERMAL_TITLE:pecena svinjetina,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3116,Spegepølse (Danska fermentirana kobasica),https://drycured.com/recepti-baza/spegeplse-danska-fermentirana-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3117,Irski spiced beef (Začinjeno sušeno goveđe meso),https://drycured.com/recepti-baza/irski-spiced-beef-zacinjeno-suseno-govee-meso/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
3118,Kasseler pečenka s pireom od jabuka i krupir knedlama,https://drycured.com/recepti-baza/kasseler-pecenka-s-pireom-od-jabuka-i-krupir-knedlama/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
3120,Rogatički Planinsko-Morski Raritet &#8220;Vjetar i More&#8221;,https://drycured.com/recepti-baza/rogaticki-planinsko-morski-raritet-vjetar-i-more/,publish,GROUND_MEAT_OR_CASING,FISH_OR_SEAFOOD,FAIL,A_PUBLIC_BLOCKED,FISH_TITLE:morski,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
3121,Istarski Morski Pršut &#8220;Neptunov Dar&#8221;,https://drycured.com/recepti-baza/istarski-morski-prsut-neptunov-dar/,publish,WHOLE_CUT,FISH_OR_SEAFOOD,FAIL,A_PUBLIC_BLOCKED,FISH_TITLE:morski,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
3122,Potted Beef (konzervirano goveđe meso),https://drycured.com/recepti-baza/potted-beef-konzervirano-govee-meso/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
3124,Engleski sušeni goveđi jezik (Potted Ox Tongue),https://drycured.com/recepti-baza/engleski-suseni-govei-jezik-potted-ox-tongue/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
3125,?? Talijansko-toskanski recept za salamu (Salame Toscano),https://drycured.com/recepti-baza/talijansko-toskanski-recept-za-salamu-salame-toscano/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
